ID_Animal;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete;confiabilidade_dados%;itu_media;itu_dp;itu_max;itu_min;itu_leituras_criticas
5115;2;Primavera;Pasto B;Pasto;Panicum;Setor_2C;2024-12-10;100;114.3;71.79;5.53;82.35;61.55;70
5116;2;Inverno;Pasto C;Pasto;Braquiária;Setor_2C;2024-09-23;136;114.3;63.08;6.17;80.7;52.39;10
5117;3;Outono;Pasto C;Pasto;Mombaça;Setor_3C;2024-06-02;149;114.3;68.4;5.65;78.55;57.47;23
5118;1;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_1C;2024-07-27;53;114.3;61.86;5.03;70.22;51.37;0
5119;2;Outono;Pasto A;Pasto;Panicum;Setor_2B;2024-05-05;62;114.3;68.51;5.55;78.47;58.39;26
5120;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1B;2024-10-23;85;114.3;71.86;5.59;81.66;60.7;77
5121;1;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_1C;2024-01-12;127;114.3;77.6;5.7;87.2;66.28;120
5122;1;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_1C;2024-02-17;124;114.3;77.62;5.84;87.83;64.57;118
5123;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-04-22;34;114.3;68.39;5.54;76.9;57.17;27
5124;2;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-11-09;96;114.3;71.76;5.61;81.52;60.75;69
5125;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-10-01;11;114.3;71.8;5.43;81.9;61.63;71
5126;1;Verão;Pasto B;Pasto + Suplemento;Panicum;Setor_1B;2024-02-28;87;114.3;77.76;5.79;87.95;66.35;122
5127;2;Verão;Pasto A;Pasto;Mombaça;Setor_2A;2024-02-18;59;114.3;77.69;5.78;87.56;66.69;121
5128;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1C;2024-09-18;127;114.3;62.0;5.11;70.74;51.62;0
5129;3;Inverno;Pasto A;Pasto + Suplemento;Panicum;Setor_3B;2024-07-04;72;114.3;61.94;5.04;70.22;52.87;0
5130;3;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_3B;2024-02-04;110;114.3;77.64;5.77;86.97;66.95;120
5131;2;Primavera;Pasto B;Pasto;Mombaça;Setor_2B;2024-10-04;99;114.3;71.81;5.56;81.32;60.66;70
5132;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-01-02;4;114.3;77.55;6.01;87.19;64.72;120
5133;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1C;2024-10-05;126;114.3;71.96;5.66;81.59;58.25;70
5134;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-07-27;31;114.3;62.05;5.25;71.24;52.09;0
5135;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2C;2024-08-12;137;114.3;62.04;5.05;72.04;52.66;0
5136;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-06-21;5;114.3;67.72;6.05;78.13;52.37;25
5137;3;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_3C;2024-06-03;76;114.3;68.38;5.65;78.01;58.11;25
5138;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-06-19;1;114.3;68.5;5.66;78.51;58.44;28
5139;1;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_1B;2024-05-27;50;114.3;68.55;5.68;78.06;56.48;31
5140;2;Verão;Pasto A;Pasto;Braquiária;Setor_2B;2024-01-01;63;114.3;77.69;5.59;87.91;64.41;121
5141;2;Primavera;Pasto A;Pasto;Panicum;Setor_2A;2024-10-07;59;114.3;72.03;5.63;81.45;61.8;79
5142;2;Outono;Pasto C;Pasto;Braquiária;Setor_2C;2024-06-15;136;114.3;68.27;5.59;77.79;57.34;26
5143;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-07-03;20;114.3;62.01;5.21;70.79;52.32;0
5144;2;Inverno;Pasto A;Pasto + Suplemento;Braquiária;Setor_2A;2024-08-04;56;114.3;62.17;5.01;70.28;52.13;0
5145;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-01-15;18;114.3;77.53;5.69;87.15;66.25;120
5146;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-10-06;31;114.3;71.78;5.7;81.68;60.42;69
5147;3;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_3B;2024-09-14;109;114.3;62.08;5.02;71.1;52.34;0
5148;3;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_3C;2024-03-13;149;114.3;77.67;5.68;88.91;66.98;121
5149;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-05-01;3;114.3;68.53;5.64;78.07;58.09;31
5150;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-05-22;27;114.3;68.41;5.57;77.91;57.32;24
5151;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2A;2024-11-06;130;114.3;71.8;5.47;81.28;60.43;66
5152;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1A;2024-08-07;81;114.3;61.96;5.07;71.15;52.79;0
5153;3;Primavera;Pasto A;Pasto;Braquiária;Setor_3B;2024-10-09;74;114.3;71.64;5.56;80.84;61.86;69
5154;3;Primavera;Pasto B;Pasto;Braquiária;Setor_3C;2024-11-15;114;114.3;71.83;5.71;82.46;58.89;68
5155;3;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_3A;2024-07-02;141;114.3;61.91;5.19;70.43;50.94;0
5156;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-09-20;23;114.3;61.77;5.18;70.4;51.5;0
5157;3;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2024-09-08;140;114.3;62.05;5.08;70.52;51.51;0
5158;3;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_3A;2024-12-10;107;114.3;71.95;5.54;82.18;61.28;71
5159;3;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_3B;2024-02-14;108;114.3;77.49;5.8;87.09;66.28;118
5160;2;Verão;Pasto C;Pasto;Mombaça;Setor_2B;2024-03-16;135;114.3;77.68;5.65;87.97;66.76;128
5161;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-01-03;7;114.3;77.47;5.82;88.63;66.09;121
5162;2;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_2C;2024-05-13;101;114.3;68.44;5.5;77.78;56.37;25
5163;3;Primavera;Pasto A;Pasto + Suplemento;Panicum;Setor_3B;2024-10-14;74;114.3;71.97;5.63;81.59;61.41;70
5164;1;Verão;Pasto B;Pasto + Suplemento;Panicum;Setor_1B;2024-01-21;84;114.3;77.6;5.69;88.29;67.03;120
5165;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-12-08;13;114.3;71.84;5.67;81.83;60.39;74
5166;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-06-26;3;114.3;63.56;6.04;77.3;51.72;7
5167;2;Inverno;Pasto B;Pasto;Panicum;Setor_2B;2024-09-26;98;114.3;66.86;7.15;81.05;53.14;32
5168;2;Outono;Pasto A;Pasto;Panicum;Setor_2B;2024-04-13;60;114.3;68.41;5.78;78.22;56.32;32
5169;1;Primavera;Pasto C;Pasto;Panicum;Setor_1C;2024-12-12;127;114.3;71.88;5.57;80.55;61.13;76
5170;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-08-18;33;114.3;62.06;5.03;70.99;51.8;0
5171;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-11-12;25;114.3;71.8;5.58;80.91;60.07;71
5172;2;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_2C;2024-12-17;137;114.3;71.61;5.41;81.93;61.11;67
5173;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-08-13;8;114.3;62.03;4.94;70.37;52.53;0
5174;2;Inverno;Pasto C;Pasto;Panicum;Setor_2B;2024-08-06;134;114.3;61.92;5.14;70.35;50.7;0
5175;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2A;2024-10-11;128;114.3;71.78;5.43;81.19;60.69;70
5176;2;Inverno;Pasto A;Pasto;Mombaça;Setor_2B;2024-09-08;62;114.3;61.96;5.09;70.13;51.06;0
5177;3;Inverno;Pasto A;Pasto;Panicum;Setor_3B;2024-07-26;75;114.3;62.05;5.09;70.27;51.1;0
5178;1;Primavera;Pasto B;Pasto;Panicum;Setor_1B;2024-11-02;85;114.3;72.03;5.44;81.11;62.0;73
5179;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-05-17;31;114.3;68.43;5.43;78.3;57.7;23
5180;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2024-08-25;90;114.3;61.9;5.19;69.75;50.94;0
5181;3;Primavera;Pasto B;Pasto;Braquiária;Setor_3C;2024-12-08;113;114.3;71.93;5.7;81.77;58.92;71
5182;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-10-04;10;114.3;72.03;5.43;83.58;61.21;69
5183;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3C;2024-07-22;79;114.3;62.04;5.07;70.32;51.37;0
5184;3;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_3C;2024-04-09;114;114.3;68.63;5.6;78.63;56.13;28
5185;1;Primavera;Pasto A;Pasto;Panicum;Setor_1A;2024-12-27;47;114.3;76.84;6.07;87.82;62.17;111
5186;2;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_2B;2024-09-02;60;114.3;62.04;5.06;70.79;51.86;0
5187;3;Verão;Pasto B;Pasto;Mombaça;Setor_3A;2024-01-19;107;114.3;77.66;5.66;87.06;67.04;117
5188;1;Verão;Pasto C;Pasto;Panicum;Setor_1B;2024-02-12;122;114.3;77.76;5.7;88.1;65.2;121
5189;2;Verão;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-01-06;99;114.3;77.44;5.82;87.47;65.88;121
5190;2;Primavera;Pasto A;Pasto;Panicum;Setor_2B;2024-10-19;60;114.3;71.77;5.53;80.44;61.57;71
5191;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-08-26;4;114.3;62.02;4.99;70.45;50.96;0
5192;3;Inverno;Pasto C;Pasto;Panicum;Setor_3B;2024-09-23;146;114.3;63.14;6.16;79.71;52.8;9
5193;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1B;2024-08-19;123;114.3;61.92;5.09;70.15;52.82;0
5194;3;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_3C;2024-10-23;77;114.3;72.02;5.59;82.16;60.37;74
5195;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-03-12;36;114.3;77.62;5.64;87.06;65.83;119
5196;1;Outono;Pasto C;Pasto;Braquiária;Setor_1B;2024-06-19;123;114.3;68.42;5.68;77.65;56.81;26
5197;1;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_1C;2024-04-19;127;114.3;68.42;5.68;77.97;55.2;23
5198;2;Inverno;Pasto B;Pasto;Mombaça;Setor_2A;2024-07-27;92;114.3;61.91;5.16;70.92;52.53;0
5199;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1B;2025-11-18;50;114.3;72.09;5.49;81.31;61.65;74
5200;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-05-06;14;114.3;68.56;5.57;79.01;58.47;26
5201;3;Verão;Pasto C;Pasto;Mombaça;Setor_3C;2025-02-02;151;114.3;77.88;5.63;88.9;63.21;126
5202;1;Verão;Pasto A;Pasto;Braquiária;Setor_1C;2025-01-02;54;114.3;77.61;5.67;87.38;65.55;120
5203;2;Verão;Pasto A;Pasto;Panicum;Setor_2A;2025-01-20;57;114.3;77.48;5.91;87.32;66.1;115
5204;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-10-01;8;114.3;71.86;5.4;81.29;60.61;73
5205;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-12-16;23;114.3;71.86;5.48;81.71;61.65;72
5206;3;Verão;Pasto B;Pasto;Braquiária;Setor_3C;2025-01-11;114;114.3;77.84;5.75;88.22;66.73;123
5207;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-03-07;11;114.3;77.64;5.67;87.46;64.48;122
5208;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-10-11;15;114.3;71.91;5.53;82.63;60.29;73
5209;3;Inverno;Pasto B;Pasto;Panicum;Setor_3A;2025-09-06;104;114.3;62.09;5.03;70.65;51.84;0
5210;1;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_1C;2025-02-02;127;114.3;77.73;5.77;87.82;66.99;124
5211;2;Verão;Pasto B;Pasto;Panicum;Setor_2B;2025-01-05;99;114.3;77.73;5.67;87.64;66.34;124
5212;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-03-23;1;114.3;74.32;7.13;87.15;59.26;89
5213;3;Verão;Pasto A;Pasto;Panicum;Setor_3B;2025-01-25;74;114.3;77.78;5.46;87.76;67.93;120
5214;1;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_1A;2024-10-28;117;114.3;72.0;5.7;82.23;61.38;72
5215;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-09-28;26;114.3;69.46;6.96;81.6;53.99;54
5216;2;Outono;Pasto C;Pasto;Mombaça;Setor_2B;2025-05-03;132;114.3;68.42;5.56;77.34;57.1;24
5217;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-08-23;20;114.3;61.84;5.09;71.02;52.52;0
5218;1;Inverno;Pasto B;Pasto;Panicum;Setor_1B;2025-09-13;84;114.3;62.08;5.05;71.56;52.19;0
5219;3;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_3A;2025-06-04;142;114.3;68.49;5.54;77.37;58.03;26
5220;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-02-10;19;114.3;77.66;5.68;88.12;66.96;126
5221;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-02-05;17;114.3;77.7;5.72;88.08;65.43;121
5222;2;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_2B;2025-10-24;135;114.3;71.56;5.57;81.74;60.15;65
5223;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2B;2025-08-26;99;114.3;61.89;5.01;70.91;51.61;0
5224;3;Inverno;Pasto A;Pasto + Suplemento;Braquiária;Setor_3B;2024-09-16;72;114.3;61.96;5.13;70.62;53.08;0
5225;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-12-11;17;114.3;71.75;5.69;82.03;59.7;75
5226;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-10-23;6;114.3;71.73;5.58;81.79;60.74;73
5227;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3A;2025-09-23;68;114.3;63.02;6.28;80.92;51.63;8
5228;3;Primavera;Pasto A;Pasto;Mombaça;Setor_3B;2024-12-26;74;114.3;76.04;6.36;89.5;61.98;109
5229;3;Outono;Pasto C;Pasto;Braquiária;Setor_3A;2025-05-08;143;114.3;68.41;5.49;77.37;58.13;24
5230;2;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_2C;2025-06-19;66;114.3;68.6;5.58;78.5;57.65;30
5231;2;Primavera;Pasto C;Pasto;Mombaça;Setor_2C;2025-10-13;138;114.3;71.79;5.62;82.04;60.65;69
5232;2;Verão;Pasto C;Pasto;Mombaça;Setor_2A;2025-02-24;130;114.3;77.78;5.7;86.78;66.62;126
5233;1;Outono;Pasto C;Pasto;Braquiária;Setor_1B;2025-06-10;122;114.3;68.74;5.54;77.77;58.37;35
5234;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-01-06;16;114.3;77.69;5.76;87.17;64.7;118
5235;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2C;2025-12-01;65;114.3;71.9;5.42;81.96;61.73;70
5236;2;Verão;Pasto B;Pasto;Panicum;Setor_2A;2025-03-19;93;114.3;77.8;5.84;87.53;66.14;124
5237;1;Inverno;Pasto A;Pasto;Panicum;Setor_1C;2025-08-28;55;114.3;62.16;5.1;70.53;51.17;0
5238;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1A;2024-09-02;47;114.3;61.93;5.06;70.63;51.91;0
5239;2;Verão;Pasto A;Pasto;Mombaça;Setor_2A;2025-01-20;58;114.3;77.9;5.84;88.64;66.3;123
5240;2;Primavera;Pasto B;Pasto;Braquiária;Setor_2A;2024-11-26;92;114.3;71.67;5.58;80.15;60.96;69
5241;1;Outono;Pasto B;Pasto;Mombaça;Setor_1A;2024-06-08;81;114.3;68.29;5.63;78.12;56.01;24
5242;1;Verão;Pasto C;Pasto;Braquiária;Setor_1A;2024-03-19;117;114.3;77.6;5.73;86.24;65.89;123
5243;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-10-16;33;114.3;72.05;5.82;82.27;58.86;79
5244;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-07-11;2;114.3;62.09;5.07;70.04;52.05;0
5245;3;Primavera;Pasto A;Pasto;Panicum;Setor_3A;2024-12-03;69;114.3;71.83;5.7;82.6;59.8;72
5246;3;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2024-04-12;143;114.3;68.49;5.54;77.92;57.19;29
5247;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1B;2025-11-06;51;114.3;72.03;5.72;83.08;62.03;74
5248;3;Primavera;Pasto A;Pasto;Braquiária;Setor_3C;2024-12-03;79;114.3;71.7;5.48;81.94;59.59;71
5249;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-06-22;2;114.3;67.0;6.08;78.8;53.73;21
5250;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-03-24;10;114.3;72.88;7.28;86.11;57.58;71
5251;1;Outono;Pasto C;Pasto;Panicum;Setor_1A;2025-05-15;116;114.3;68.44;5.37;77.59;58.31;20
5252;3;Verão;Pasto C;Pasto;Mombaça;Setor_3B;2025-01-09;147;114.3;77.47;5.61;86.9;65.15;119
5253;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-04-08;23;114.3;68.41;5.67;78.77;57.65;27
5254;2;Primavera;Pasto A;Pasto;Panicum;Setor_2B;2024-12-03;60;114.3;71.74;5.55;82.05;61.4;70
5255;2;Outono;Pasto B;Pasto;Braquiária;Setor_2B;2025-05-09;98;114.3;68.53;5.65;78.88;57.46;27
5256;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-01-24;3;114.3;77.81;5.83;88.4;65.86;127
5257;2;Primavera;Pasto A;Pasto;Braquiária;Setor_2C;2025-10-02;67;114.3;71.92;5.44;81.29;61.31;70
5258;2;Outono;Pasto B;Pasto;Mombaça;Setor_2C;2025-05-15;103;114.3;68.52;5.52;79.75;57.05;25
5259;2;Outono;Pasto A;Pasto;Braquiária;Setor_2C;2025-06-14;67;114.3;68.65;5.42;77.16;58.0;23
5260;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1C;2025-10-14;53;114.3;72.03;5.4;81.48;60.59;70
5261;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-05-13;25;114.3;68.46;5.43;77.07;58.17;26
5262;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-08-18;16;114.3;61.98;5.23;70.1;51.77;0
5263;2;Outono;Pasto C;Pasto;Panicum;Setor_2B;2025-05-04;133;114.3;68.48;5.46;76.91;57.98;27
5264;2;Inverno;Pasto B;Pasto;Mombaça;Setor_2A;2025-08-26;94;114.3;61.99;5.16;70.41;52.62;0
5265;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2C;2024-09-21;137;114.3;62.09;5.16;70.37;52.07;0
5266;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1A;2024-12-08;47;114.3;71.88;5.77;81.6;60.02;73
5267;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-04-15;32;114.3;68.27;5.56;79.24;56.72;22
5268;2;Verão;Pasto C;Pasto;Braquiária;Setor_2C;2025-01-26;136;114.3;77.62;5.91;88.64;64.83;122
5269;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1C;2025-10-10;53;114.3;72.01;5.48;82.41;60.59;72
5270;3;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_3B;2025-04-11;108;114.3;68.42;5.71;78.21;57.39;28
5271;1;Outono;Pasto C;Pasto;Braquiária;Setor_1B;2025-05-04;120;114.3;68.57;5.51;77.8;57.58;31
5272;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1C;2025-07-11;127;114.3;62.08;5.07;70.68;52.35;0
5273;3;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_3A;2024-10-13;68;114.3;71.78;5.57;81.34;60.26;67
5274;1;Verão;Pasto C;Pasto + Suplemento;Braquiária;Setor_1A;2025-01-24;116;114.3;77.41;5.82;87.39;67.22;117
5275;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-10-18;23;114.3;72.0;5.52;81.69;61.13;72
5276;1;Outono;Pasto A;Pasto;Mombaça;Setor_1C;2025-04-11;54;114.3;68.68;5.49;77.93;58.15;32
5277;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-12-20;11;114.3;71.84;5.43;81.13;60.85;69
5278;1;Outono;Pasto C;Pasto;Braquiária;Setor_1A;2024-05-23;118;114.3;68.4;5.73;78.38;56.96;27
5279;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-01-14;4;114.3;77.77;5.57;87.75;67.46;125
5280;3;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_3C;2024-06-06;76;114.3;68.26;5.65;77.96;58.22;25
5281;2;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_2B;2025-03-14;62;114.3;77.6;5.8;87.85;64.54;117
5282;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1C;2025-07-02;126;114.3;61.95;5.11;70.84;52.48;0
5283;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-04-11;9;114.3;68.58;5.5;78.58;57.75;24
5284;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3A;2025-07-07;68;114.3;61.88;5.29;71.55;50.69;0
5285;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1C;2024-08-23;127;114.3;62.05;5.3;70.47;51.7;0
5286;1;Outono;Pasto B;Pasto;Braquiária;Setor_1A;2024-06-24;80;114.3;65.21;6.46;78.4;52.01;15
5287;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-12-18;29;114.3;71.81;5.62;82.2;60.34;72
5288;2;Primavera;Pasto B;Pasto;Panicum;Setor_2C;2024-11-22;103;114.3;71.88;5.44;80.82;61.95;71
5289;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2B;2025-11-10;132;114.3;71.68;5.65;84.06;60.04;75
5290;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2C;2025-07-04;102;114.3;61.82;5.1;70.88;51.47;0
5291;3;Primavera;Pasto A;Pasto + Suplemento;Panicum;Setor_3B;2025-10-13;75;114.3;71.91;5.67;81.07;60.9;74
5292;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1A;2025-12-18;45;114.3;71.95;5.44;81.11;61.01;71
5293;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-11-05;23;114.3;71.67;5.63;81.08;59.72;71
5294;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2C;2025-07-12;102;114.3;62.0;5.11;70.64;52.48;0
5295;1;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_1B;2025-04-14;86;114.3;68.59;5.47;78.22;58.24;21
5296;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-04-10;26;114.3;68.59;5.6;80.16;57.34;30
5297;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1B;2025-12-21;86;114.3;72.55;5.92;85.05;60.19;75
5298;3;Outono;Pasto B;Pasto;Panicum;Setor_3B;2024-06-16;111;114.3;68.5;5.49;78.89;58.58;26
5299;3;Inverno;Pasto C;Pasto;Panicum;Setor_3A;2025-07-04;142;114.3;61.8;5.13;70.52;52.25;0
5300;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-01-07;30;114.3;77.7;5.91;88.13;66.42;119
5301;2;Outono;Pasto B;Pasto;Mombaça;Setor_2B;2024-04-21;99;114.3;68.45;5.69;78.05;57.19;32
5302;2;Primavera;Pasto B;Pasto;Braquiária;Setor_2C;2024-11-03;101;114.3;71.76;5.58;80.83;60.73;71
5303;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-11-28;19;114.3;71.97;5.54;81.83;61.63;72
5304;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2024-07-10;89;114.3;62.1;5.0;70.81;52.28;0
5305;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-11-16;26;114.3;71.83;5.57;82.29;60.76;72
5306;2;Verão;Pasto C;Pasto;Braquiária;Setor_2B;2025-02-22;134;114.3;77.68;5.51;87.69;66.3;122
5307;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-11-03;4;114.3;71.89;5.6;82.63;59.9;66
5308;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1C;2025-12-18;54;114.3;72.01;5.71;81.39;59.98;72
5309;3;Inverno;Pasto B;Pasto;Panicum;Setor_3C;2024-08-06;115;114.3;62.02;5.26;70.38;50.97;0
5310;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1C;2025-11-13;54;114.3;71.97;5.48;81.78;60.87;72
5311;3;Verão;Pasto A;Pasto;Braquiária;Setor_3B;2025-02-06;73;114.3;77.61;5.58;86.74;66.03;123
5312;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-11-02;24;114.3;71.79;5.38;81.23;61.25;70
5313;2;Verão;Pasto C;Pasto;Mombaça;Setor_2C;2025-02-15;137;114.3;77.46;5.68;88.56;66.22;121
5314;1;Verão;Pasto A;Pasto;Panicum;Setor_1B;2024-02-09;48;114.3;77.73;5.8;87.35;66.36;121
5315;3;Outono;Pasto C;Pasto;Braquiária;Setor_3B;2024-04-27;146;114.3;68.49;5.63;77.42;57.67;25
5316;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-11-19;20;114.3;71.88;5.67;82.67;61.3;74
5317;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-07-05;22;114.3;62.08;5.17;70.86;52.92;0
5318;2;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_2C;2025-09-22;102;114.3;62.0;5.11;71.19;52.39;0
5319;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-04-03;29;114.3;68.38;5.62;77.86;58.15;24
5320;1;Outono;Pasto C;Pasto;Panicum;Setor_1B;2024-06-12;122;114.3;68.35;5.48;78.12;58.95;18
5321;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-12-14;16;114.3;71.76;5.54;82.82;60.88;68
5322;1;Outono;Pasto A;Pasto;Mombaça;Setor_1A;2024-06-08;47;114.3;68.3;5.47;78.44;56.54;23
5323;1;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_1B;2025-06-02;51;114.3;68.57;5.38;78.07;59.12;24
5324;3;Inverno;Pasto A;Pasto;Panicum;Setor_3B;2025-08-27;74;114.3;61.97;5.21;71.55;52.04;0
