ID_Animal;GC;PN_kg;PD_kg;PS_kg;GPD_g-dia;PE_cm;AOL_cm2;EGS_mm;MAR_%;CAR_kg-dia;REND;PREC_SEX;IPP_dias;PROB_3P_%;STAY_%;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete;confiabilidade_dados%;itu_media;itu_dp;itu_max;itu_min;itu_leituras_criticas;Sexo;Geracao;Raca;Data_Nascimento
4896;194;4;4;2;1;3;1;4.28;3.18;-0.32;54.11;0;-999;81.92;0;2;4;8;1;3;7;20241019;135;114.3;71.74;5.61;80.72;0.407192800423845;80;-999;-999;-999;-999
4897;173;2;4;2;1;3;2;5.16;3.86;-0.37;53.47;0;-999;67.78;0;2;2;6;1;4;7;20240526;60;114.3;68.36;5.63;80.0;-0.3305813914803915;36;-999;-999;-999;-999
4900;145;4;4;4;3;3;3;3.65;3.63;-0.03;54.92;0;-999;74.41;0;2;1;7;1;4;7;20240121;97;114.3;77.49;5.75;87.59;1.2835436262571829;131;-999;-999;-999;-999
4901;182;2;2;2;2;2;1;3.67;3.93;-0.43;53.89;0;-999;49.97;0;3;2;1;4;1;8;20240501;26;114.3;68.56;5.43;78.0;-0.09831914588091015;43;-999;-999;-999;-999
4902;119;4;3;3;3;2;1;4.54;3.87;-0.01;53.78;0;-999;50.04;0;1;2;8;1;2;2;20240428;125;114.3;68.56;5.38;77.23;-0.01244066851639493;41;-999;-999;-999;-999
4903;196;2;4;2;1;3;2;4.09;3.14;0.07;54.03;0;-999;39.72;0;1;2;6;1;4;3;20240415;50;114.3;68.51;5.51;77.69;-0.48672407759768965;44;-999;-999;-999;-999
4904;105;2;1;4;4;1;3;4.41;3.84;0.19;54.45;0;-999;80.62;0;3;3;6;1;4;8;20240801;68;114.3;62.04;4.98;70.3;-1.2576785903018524;0;-999;-999;-999;-999
4906;134;2;4;3;2;4;4;4.5;3.67;-0.89;55.32;0;-999;69.38;0;2;2;7;1;3;7;20240605;99;114.3;68.48;5.37;78.53;-0.1510173024454977;42;-999;-999;-999;-999
4907;160;2;4;3;2;3;2;3.85;4.08;0.07;54.01;0;-999;75.38;0;1;3;7;1;4;2;20240910;90;114.3;61.99;5.19;70.85;-1.9232367898768374;0;-999;-999;-999;-999
4908;114;4;3;4;4;2;2;4.56;4.1;0.07;55.17;0;-999;69.42;0;2;2;7;1;2;6;20240428;100;114.3;68.41;5.41;78.52;0.07148602527165306;40;-999;-999;-999;-999
4909;126;4;4;3;3;1;2;4.41;3.83;-0.09;54.23;0;-999;64.74;0;3;2;6;1;2;4;20240503;73;114.3;68.41;5.61;78.11;-0.4047491673861075;42;-999;-999;-999;-999
4910;159;3;1;4;4;3;1;4.13;3.63;0.1;53.95;0;-999;72.14;0;1;2;7;1;3;2;20240612;89;114.3;68.52;5.51;79.13;-0.3188706900215937;44;-999;-999;-999;-999
4911;113;2;3;1;1;4;4;4.35;2.86;0.43;54.64;0;-999;79.98;0;2;1;7;2;2;5;20240203;94;114.3;77.7;5.76;87.14;1.4806737674802735;127;-999;-999;-999;-999
4912;110;2;1;3;4;1;2;4.18;3.1;0.43;53.96;0;-999;83.12;0;1;1;8;1;4;1;20240222;116;114.3;77.56;5.81;88.08;1.4943362525155357;126;-999;-999;-999;-999
4913;102;1;1;2;3;4;2;3.97;3.11;0.0;53.96;0;-999;54.02;0;1;3;6;1;3;1;20240906;45;114.3;61.94;5.14;71.04;-1.4548087315249416;0;-999;-999;-999;-999
4914;125;1;3;2;2;1;1;3.57;3.31;-0.27;53.29;0;-999;60.55;0;3;1;1;4;1;9;20240113;35;114.3;77.61;5.62;86.9;1.5567933269624568;129;-999;-999;-999;-999
4915;103;2;1;3;4;3;3;4.26;2.74;-0.19;55.5;0;-999;26.06;0;1;2;6;1;4;1;20240610;45;114.3;68.46;5.43;78.79;-0.17639048893955922;38;-999;-999;-999;-999
4916;167;1;1;1;1;1;2;2.96;3.64;-0.64;53.96;0;-999;58.66;0;3;4;1;4;1;9;20241223;34;114.3;73.92;6.13;86.96;0.5106373299765556;100;-999;-999;-999;-999
4917;141;2;1;1;1;2;1;4.05;3.4;0.1;52.93;0;-999;24.87;0;3;3;6;1;3;8;20240714;69;114.3;61.93;5.02;70.87;-1.2205947023489945;0;-999;-999;-999;-999
4918;194;2;1;1;1;1;2;5.27;4.32;-0.51;54.26;0;-999;45.56;0;3;3;8;1;3;4;20240903;147;114.3;61.99;5.11;70.15;-1.3845445227721573;0;-999;-999;-999;-999
4919;164;3;1;3;4;2;2;4.91;2.66;-0.08;54.49;0;-999;55.76;0;1;1;1;4;1;2;20240304;12;114.3;77.7;5.71;88.17;1.334289999245306;133;-999;-999;-999;-999
4921;176;3;4;2;1;2;4;3.36;3.91;-0.58;55.0;0;-999;31.15;0;2;2;8;1;3;5;20240503;128;114.3;68.57;5.56;78.66;-0.21347437689241722;39;-999;-999;-999;-999
4923;134;2;1;1;1;1;2;4.08;3.33;-0.67;53.68;0;-999;77.6;0;3;3;1;4;1;8;20240717;28;114.3;62.11;4.94;71.22;-1.2557268067253866;0;-999;-999;-999;-999
4924;135;2;4;4;4;3;1;4.42;3.89;-0.57;54.12;0;-999;82.91;0;1;1;7;1;2;1;20240315;82;114.3;77.64;5.78;87.14;1.504095170397869;129;-999;-999;-999;-999
4925;132;2;4;3;2;4;4;5.46;3.21;0.27;55.0;0;-999;56.33;0;2;4;1;4;1;7;20241001;17;114.3;71.73;5.52;81.95;0.13589488329503843;76;-999;-999;-999;-999
4926;159;3;1;2;4;1;3;4.57;3.36;-0.17;53.38;0;-999;28.38;0;3;1;8;1;4;4;20240311;147;114.3;77.49;5.62;87.97;1.6465753714799023;123;-999;-999;-999;-999
4928;163;3;1;2;3;1;2;5.11;3.06;0.51;55.05;0;-999;64.83;0;1;4;1;4;1;3;20241123;8;114.3;71.82;5.65;81.11;0.40133744969444607;82;-999;-999;-999;-999
4929;192;2;1;3;3;2;1;3.76;4.34;-0.32;54.99;0;-999;84.83;0;3;2;8;1;4;8;20240416;141;114.3;68.55;5.56;78.4;-0.44964018964483166;43;-999;-999;-999;-999
4931;139;4;4;4;4;4;3;4.37;3.49;-0.54;55.46;0;-999;65.61;0;1;1;1;4;1;1;20240203;1;114.3;77.52;5.72;87.15;1.3752774543510957;125;-999;-999;-999;-999
4932;192;4;4;4;3;4;4;4.11;4.14;-0.34;55.26;0;-999;45.12;0;2;1;1;4;1;6;20240326;24;114.3;70.79;6.91;87.56;-0.17639048893955922;62;-999;-999;-999;-999
4933;179;4;4;2;1;4;2;4.91;4.3;-0.41;55.86;0;-999;70.3;0;2;4;7;2;2;5;20241004;95;114.3;71.75;5.83;81.49;0.06563067454225413;81;-999;-999;-999;-999
4934;184;2;1;3;4;2;4;5.12;4.05;-0.18;55.4;0;-999;59.13;0;2;1;1;4;1;7;20240212;17;114.3;77.6;5.8;88.27;1.390891722962828;131;-999;-999;-999;-999
4935;138;2;2;2;2;3;2;3.19;3.47;0.26;54.1;0;-999;33.57;0;1;3;1;4;1;2;20240805;10;114.3;61.87;5.21;70.19;-1.7143959471949504;0;-999;-999;-999;-999
4936;151;4;4;4;3;4;3;3.71;4.08;0.67;54.44;0;-999;24.4;0;2;2;8;1;4;7;20240525;134;114.3;68.3;5.57;78.17;-0.2642207498805389;41;-999;-999;-999;-999
4937;120;4;2;2;2;4;4;4.12;3.8;-0.16;54.34;0;-999;63.28;0;2;1;1;4;1;6;20240121;21;114.3;77.69;5.63;87.67;1.2035204996220679;132;-999;-999;-999;-999
4938;105;2;2;3;4;1;4;3.28;3.07;-0.16;54.87;0;-999;32.41;0;1;2;8;2;2;2;20240605;127;114.3;68.63;5.72;80.34;-0.21152259331595136;47;-999;-999;-999;-999
4940;155;3;1;2;3;1;4;5.43;2.95;-0.47;54.09;0;-999;41.55;0;3;4;1;4;1;8;20241201;27;114.3;71.78;5.5;80.59;0.33497680809459485;82;-999;-999;-999;-999
4941;147;2;1;1;1;3;2;3.01;4.3;-0.06;53.64;0;-999;46.01;0;1;2;7;2;3;1;20240621;81;114.3;67.58;6.07;77.98;-1.183510814396135;39;-999;-999;-999;-999
4942;148;2;3;2;1;4;4;4.01;4.1;-0.58;54.2;0;-999;24.51;0;2;2;7;1;4;5;20240415;93;114.3;68.46;5.63;78.14;-0.5277115327034807;40;-999;-999;-999;-999
4943;135;3;3;1;1;1;3;5.67;4.09;-0.01;55.09;0;-999;21.8;0;1;3;6;1;2;3;20240824;49;114.3;62.12;4.98;70.3;-1.2225464859254602;0;-999;-999;-999;-999
4944;163;1;1;3;4;2;4;3.98;3.27;0.58;55.33;0;-999;63.69;0;1;3;8;1;3;1;20240721;119;114.3;62.07;5.07;70.31;-1.1308126578315476;0;-999;-999;-999;-999
4945;120;4;2;4;4;4;4;4.01;3.92;-0.22;54.89;0;-999;77.99;0;2;2;1;4;1;5;20240605;13;114.3;68.4;5.6;77.45;0.007077167248267682;41;-999;-999;-999;-999
4946;183;4;4;2;2;2;2;4.61;3.63;-0.09;55.11;0;-999;51.41;0;2;2;1;4;1;6;20240520;21;114.3;68.41;5.62;78.73;-0.32862960790392565;43;-999;-999;-999;-999
4947;161;3;1;4;4;1;4;4.27;4.47;-0.45;55.13;0;-999;79.14;0;2;1;7;1;2;7;20240315;97;114.3;77.5;5.73;87.07;1.504095170397869;126;-999;-999;-999;-999
4948;181;4;2;4;4;2;3;5.11;3.86;-0.15;54.38;0;-999;80.79;0;2;3;1;4;1;7;20240703;18;114.3;61.94;5.16;71.03;-1.386496306348623;0;-999;-999;-999;-999
4950;117;2;3;2;2;3;4;3.53;3.43;-0.21;54.82;0;-999;78.82;0;2;1;7;1;4;6;20240119;103;114.3;77.68;5.71;88.7;1.265977574068989;131;-999;-999;-999;-999
4951;184;4;3;3;2;3;3;3.47;2.54;-0.32;54.07;0;-999;77.56;0;2;3;7;1;3;5;20240913;92;114.3;61.82;5.08;70.77;-1.6324210369833696;0;-999;-999;-999;-999
4952;107;4;4;4;4;1;4;4.62;3.96;0.48;54.99;0;-999;66.89;0;2;2;8;1;3;7;20240514;132;114.3;68.6;5.52;78.76;-0.06123525792805077;41;-999;-999;-999;-999
4953;121;4;4;4;3;3;3;4.16;3.07;0.61;54.31;0;-999;34.24;0;2;2;1;4;1;5;20240526;16;114.3;68.58;5.43;79.38;-0.08465666084564646;44;-999;-999;-999;-999
4954;163;3;1;2;2;4;3;4.76;4.05;-0.52;53.82;0;-999;73.25;0;2;2;7;2;3;6;20240408;103;114.3;68.48;5.42;78.74;-0.4711098089859601;45;-999;-999;-999;-999
4955;166;2;1;2;3;1;3;2.5;2.86;-0.14;54.63;0;-999;54.04;0;3;3;7;1;2;8;20240821;105;114.3;62.1;5.08;71.66;-1.05664488192583;0;-999;-999;-999;-999
4956;114;2;1;1;2;1;2;4.54;4.34;-0.27;54.92;0;-999;60.34;0;3;2;7;2;2;4;20240408;109;114.3;68.54;5.55;78.21;-0.2817868020687357;43;-999;-999;-999;-999
4957;134;4;2;2;2;3;3;4.83;3.57;-0.16;53.96;0;-999;31.07;0;2;4;1;4;1;5;20241220;16;114.3;71.89;5.65;81.65;0.3193625394828639;82;-999;-999;-999;-999
4958;133;3;3;3;3;2;2;4.03;3.67;-0.05;54.57;0;-999;26.95;0;1;3;1;4;1;3;20240924;8;114.3;64.59;6.7;81.53;-1.2459678888430545;21;-999;-999;-999;-999
4959;151;2;2;1;1;4;4;4.75;2.6;-0.78;54.45;0;-999;45.42;0;1;4;8;1;2;1;20241210;116;114.3;71.95;5.32;82.07;0.662876448940922;83;-999;-999;-999;-999
4960;195;1;2;3;3;2;4;4.32;3.86;-0.62;54.67;0;-999;27.15;0;3;2;8;1;3;8;20240601;141;114.3;68.36;5.63;78.52;-0.25836539915114;40;-999;-999;-999;-999
4961;178;4;3;4;4;1;3;3.52;4.28;-0.16;54.41;0;-999;41.49;0;1;2;8;1;4;3;20240610;121;114.3;68.43;5.59;78.69;-0.2934975035275335;43;-999;-999;-999;-999
4962;154;1;3;1;1;3;2;4.97;2.45;-0.41;53.79;0;-999;69.23;0;3;1;7;1;4;4;20240117;110;114.3;77.84;5.65;87.7;1.490432685362604;133;-999;-999;-999;-999
4963;141;1;2;3;3;2;3;3.72;3.32;-0.13;54.49;0;-999;53.37;0;3;4;8;2;2;4;20241217;145;114.3;71.75;5.58;81.06;0.33497680809459485;82;-999;-999;-999;-999
4964;184;3;3;2;2;2;1;5.6;3.29;-0.27;53.87;0;-999;20.05;0;1;3;6;2;2;1;20240724;44;114.3;61.9;5.04;70.63;-1.142523359290344;0;-999;-999;-999;-999
4965;199;2;4;3;2;1;3;4.66;4.44;-0.13;54.87;0;-999;30.52;0;2;1;6;2;4;5;20240210;56;114.3;77.63;5.79;88.15;1.37918102150403;128;-999;-999;-999;-999
4966;140;2;3;1;1;4;1;4.74;3.31;-0.3;53.88;0;-999;60.68;0;1;1;8;1;4;1;20240302;118;114.3;77.49;5.55;86.65;1.6094914835270442;133;-999;-999;-999;-999
4967;195;2;1;1;2;2;1;2.9;3.01;0.05;53.7;0;-999;22.35;0;3;1;8;1;2;9;20240116;151;114.3;77.71;5.68;87.62;1.6387682371740389;130;-999;-999;-999;-999
4968;192;4;3;4;3;3;2;4.79;3.87;0.57;54.12;0;-999;32.47;0;1;3;1;4;1;1;20240804;4;114.3;61.96;5.06;71.91;-1.2908589111017787;0;-999;-999;-999;-999
4969;138;2;4;1;1;2;4;5.01;3.51;-0.49;54.15;0;-999;74.93;0;1;3;6;2;2;3;20240716;48;114.3;61.99;5.1;70.64;-1.3025696125605752;0;-999;-999;-999;-999
4970;116;2;1;1;1;2;4;3.86;3.9;-0.17;54.6;0;-999;28.02;0;1;4;8;2;4;3;20241220;121;114.3;71.9;5.6;81.18;0.37791604677685176;80;-999;-999;-999;-999
4971;132;4;4;4;4;4;4;4.99;4.92;-0.3;55.43;0;-999;84.44;0;2;4;7;2;3;7;20241017;98;114.3;71.94;5.35;80.04;0.4774570091766293;80;-999;-999;-999;-999
4972;136;4;2;3;3;4;3;3.85;3.63;0.15;54.17;0;-999;23.95;0;1;1;7;1;2;1;20240112;83;114.3;77.53;5.52;86.99;1.547034409080126;129;-999;-999;-999;-999
4973;187;2;3;4;4;3;2;3.25;4.6;-0.39;54.6;0;-999;39.28;0;2;4;8;1;4;7;20241105;132;114.3;71.73;5.43;80.76;0.31545897232993225;78;-999;-999;-999;-999
4974;142;1;3;2;2;1;1;5.13;2.96;-0.28;54.21;0;-999;69.97;0;3;3;8;2;4;4;20240828;146;114.3;62.0;5.11;70.37;-1.1600894114785407;0;-999;-999;-999;-999
4975;157;2;3;2;2;2;3;4.47;4.32;-0.04;53.92;0;-999;84.42;0;2;4;1;4;1;6;20241214;24;114.3;71.9;5.62;81.09;0.407192800423845;86;-999;-999;-999;-999
4976;161;3;4;1;1;2;3;4.13;4.14;-0.31;54.38;0;-999;63.28;0;2;1;1;4;1;6;20240218;23;114.3;77.57;5.76;87.11;1.0942206193399584;126;-999;-999;-999;-999
4977;179;3;3;1;1;2;3;3.79;3.2;-0.47;53.8;0;-999;27.84;0;1;1;8;1;4;3;20240306;122;114.3;77.69;5.69;87.38;1.5880218641859158;127;-999;-999;-999;-999
4978;181;2;4;3;3;1;3;5.46;4.09;0.27;55.09;0;-999;58.19;0;1;4;7;2;4;2;20241125;89;114.3;71.75;5.52;81.13;0.16126806978909997;78;-999;-999;-999;-999
4979;171;2;2;2;2;4;1;4.43;4.57;0.61;53.55;0;-999;64.93;0;1;2;6;2;3;2;20240401;52;114.3;68.56;5.66;77.44;-0.4535437567977633;43;-999;-999;-999;-999
4980;103;4;2;3;3;2;1;3.78;4.11;0.27;53.23;0;-999;47.99;0;1;1;6;1;4;3;20240303;49;114.3;77.53;5.71;86.9;1.4513970138332788;122;-999;-999;-999;-999
4981;117;2;3;4;4;3;2;5.53;3.69;0.18;54.22;0;-999;63.36;0;2;1;8;2;2;5;20240109;130;114.3;77.58;5.7;89.03;1.3538078350099672;131;-999;-999;-999;-999
4982;183;1;1;3;4;4;3;3.85;3.22;0.29;54.55;0;-999;58.38;0;1;1;1;4;1;1;20240102;2;114.3;77.7;5.64;88.0;1.4435898795274156;129;-999;-999;-999;-999
4983;198;4;1;1;2;2;3;4.62;4.5;-0.01;54.47;0;-999;51.86;0;2;2;7;2;3;7;20240426;98;114.3;68.63;5.49;78.74;-0.07294595938684861;42;-999;-999;-999;-999
4984;126;2;4;4;3;4;3;2.94;2.71;-0.42;54.25;0;-999;31.51;0;1;4;1;4;1;1;20241117;4;114.3;71.9;5.52;81.63;0.6355514788703946;77;-999;-999;-999;-999
4985;109;2;4;2;1;4;2;3.82;3.48;-0.01;54.48;0;-999;62.0;0;2;3;8;1;4;6;20240821;138;114.3;61.87;5.17;71.11;-1.4157730599956178;0;-999;-999;-999;-999
4986;197;2;4;1;1;2;4;5.27;3.68;-0.07;53.97;0;-999;41.95;0;1;3;1;4;1;3;20240917;6;114.3;62.05;5.03;71.23;-1.2401125381136557;0;-999;-999;-999;-999
4987;114;2;3;1;1;1;1;4.15;3.7;-0.46;53.78;0;-999;60.07;0;2;4;8;2;3;5;20241114;130;114.3;71.91;5.61;83.79;0.09881099534218044;83;-999;-999;-999;-999
4988;114;1;1;1;1;3;1;3.77;2.89;0.06;53.18;0;-999;78.6;0;3;3;6;1;2;8;20240913;71;114.3;61.89;5.19;70.78;-1.2440161052665888;0;-999;-999;-999;-999
4990;175;1;4;1;1;1;2;4.27;3.2;0.07;54.21;0;-999;30.98;0;1;3;7;1;2;3;20240918;86;114.3;61.98;5.07;71.53;-1.3279427990546366;0;-999;-999;-999;-999
4991;171;2;3;1;1;4;2;4.45;4.7;-0.08;53.66;0;-999;68.1;0;1;2;6;2;4;3;20240605;48;114.3;68.56;5.41;77.04;-0.06709060865744969;42;-999;-999;-999;-999
4992;198;1;1;2;3;2;3;4.76;4.06;-0.04;54.35;0;-999;37.98;0;3;2;1;4;1;9;20240503;35;114.3;68.48;5.44;77.89;-0.17639048893955922;44;-999;-999;-999;-999
4993;118;2;4;2;2;4;4;5.28;4.02;-0.42;55.61;0;-999;37.37;0;2;3;6;1;4;7;20240803;60;114.3;61.96;5.07;70.21;-1.4333391121838133;0;-999;-999;-999;-999
4994;121;4;4;3;2;2;1;4.54;4.35;-0.63;54.05;0;-999;79.43;0;2;3;7;1;4;7;20240907;99;114.3;61.9;5.1;70.05;-1.185462597972601;0;-999;-999;-999;-999
4995;129;3;4;1;1;3;2;3.33;3.25;0.09;54.26;0;-999;41.35;0;1;3;7;2;4;2;20240718;91;114.3;62.03;5.17;70.85;-1.3435570676663662;0;-999;-999;-999;-999
4996;196;1;3;2;2;4;2;4.81;3.33;0.25;53.77;0;-999;48.86;0;1;4;6;1;4;2;20241113;55;114.3;71.97;5.54;81.69;0.454035606259035;76;-999;-999;-999;-999
4997;100;1;3;1;1;1;4;4.57;3.49;-0.13;54.82;0;-999;37.14;0;3;4;8;1;3;8;20241221;143;114.3;72.7;5.92;86.54;0.18273768913022842;91;-999;-999;-999;-999
4998;192;4;3;1;1;3;2;5.02;3.93;-0.54;54.76;0;-999;74.36;0;1;3;6;2;4;3;20240922;50;114.3;61.96;5.09;70.83;-1.158137627902075;0;-999;-999;-999;-999
4999;168;2;2;1;1;1;1;4.34;2.77;-0.61;52.65;0;-999;28.63;0;3;2;6;2;4;9;20240603;78;114.3;68.24;5.6;76.96;-0.2974010706804652;32;-999;-999;-999;-999
5000;107;2;1;3;4;4;3;5.16;4.53;-0.29;54.41;0;-999;56.26;0;1;3;7;1;3;1;20240823;80;114.3;62.05;5.23;70.09;-1.2030286501607976;0;-999;-999;-999;-999
5001;123;1;1;2;3;1;2;4.52;3.97;-0.38;54.65;0;-999;39.23;0;1;1;1;4;1;3;20240224;6;114.3;77.53;5.72;88.06;1.6231539685623093;131;-999;-999;-999;-999
5002;109;4;4;2;1;3;2;3.69;3.88;-0.5;54.18;0;-999;51.77;0;2;2;8;1;3;5;20240402;128;114.3;68.26;5.62;77.37;-0.5491811520446092;37;-999;-999;-999;-999
5003;155;2;4;3;3;3;3;3.86;3.13;0.56;54.88;0;-999;20.19;0;2;2;7;1;3;6;20240403;103;114.3;68.57;5.5;78.74;-0.4711098089859601;47;-999;-999;-999;-999
5004;174;2;3;2;2;3;1;3.06;3.96;0.34;53.46;0;-999;55.88;0;1;3;1;4;1;3;20240804;7;114.3;61.92;5.02;70.42;-1.3435570676663662;0;-999;-999;-999;-999
5005;121;1;3;2;1;1;1;3.33;3.59;-0.43;54.0;0;-999;82.3;0;3;2;1;4;1;8;20240520;27;114.3;68.36;5.62;78.67;-0.26226896630407304;38;-999;-999;-999;-999
5007;181;2;2;3;3;1;1;4.64;3.68;-0.55;54.6;0;-999;26.48;0;3;3;6;1;3;9;20240822;77;114.3;61.96;5.2;69.96;-1.439194462913212;0;-999;-999;-999;-999
5009;116;3;1;4;4;1;3;4.69;3.46;-0.18;55.2;0;-999;79.04;0;1;2;1;4;1;2;20240606;10;114.3;68.41;5.4;78.24;-0.07880131011624754;33;-999;-999;-999;-999
5010;149;4;3;3;3;4;3;6.36;3.46;0.15;54.85;0;-999;33.07;0;2;2;6;1;3;6;20240401;67;114.3;68.44;5.52;78.75;-0.22908864550414676;42;-999;-999;-999;-999
5012;136;4;4;4;4;3;4;4.9;4.98;-0.17;55.06;0;-999;57.86;0;2;4;6;2;4;6;20241201;65;114.3;71.8;5.57;80.67;0.4969748449412919;86;-999;-999;-999;-999
5013;108;3;2;1;2;1;1;4.18;3.36;-0.51;53.73;0;-999;50.57;0;3;4;7;2;2;8;20241016;107;114.3;72.0;5.59;83.5;0.65311753105859;85;-999;-999;-999;-999
5014;194;3;3;4;4;2;4;4.81;2.64;-0.63;55.08;0;-999;27.57;0;1;2;8;1;4;3;20240517;122;114.3;68.67;5.42;78.09;-0.1802940560924909;38;-999;-999;-999;-999
5015;165;2;1;4;4;3;3;4.61;2.83;-0.23;54.89;0;-999;75.21;0;2;1;7;1;4;7;20240326;96;114.3;70.82;6.82;87.14;0.05391997308345629;63;-999;-999;-999;-999
5016;169;3;3;4;3;2;4;3.63;3.53;-0.13;55.89;0;-999;81.61;0;1;1;6;1;3;1;20240309;44;114.3;77.44;5.63;86.89;1.1547259102104122;130;-999;-999;-999;-999
5017;134;2;2;1;2;3;1;3.6;3.45;0.22;54.36;0;-999;56.83;0;1;3;6;1;3;2;20240712;54;114.3;62.08;5.08;70.55;-1.4313873286073473;0;-999;-999;-999;-999
5018;198;3;4;4;4;1;4;5.37;4.6;-0.66;55.38;0;-999;38.12;0;2;1;6;1;4;7;20240124;60;114.3;77.54;5.76;87.39;1.2562186561866555;129;-999;-999;-999;-999
5019;104;2;1;2;3;2;2;4.35;3.66;-0.02;54.89;0;-999;42.67;0;3;2;6;2;2;9;20240524;76;114.3;68.52;5.67;77.52;-0.3169189064451278;49;-999;-999;-999;-999
5020;164;3;3;2;1;1;3;3.7;3.27;0.39;54.15;0;-999;53.46;0;1;1;1;4;1;3;20240125;7;114.3;77.78;5.65;88.18;1.496288036092003;134;-999;-999;-999;-999
5021;114;1;2;2;2;3;3;5.53;4.25;0.45;53.67;0;-999;60.41;0;1;4;6;1;3;2;20241011;55;114.3;71.78;5.75;82.17;0.4423249048002372;74;-999;-999;-999;-999
5022;160;4;4;4;3;4;4;3.26;3.62;0.64;54.36;0;-999;75.72;0;2;1;8;1;4;5;20240209;128;114.3;77.66;5.8;87.24;1.4923844689390713;129;-999;-999;-999;-999
5023;163;1;1;4;4;3;2;4.81;3.67;0.1;54.08;0;-999;38.11;0;3;4;7;1;4;9;20241203;114;114.3;71.78;5.57;81.88;0.35254286028279025;73;-999;-999;-999;-999
5025;169;4;1;3;3;2;2;3.82;3.07;-0.65;54.3;0;-999;75.47;0;1;1;7;1;2;2;20240321;90;114.3;76.44;6.32;87.54;0.32912145736519594;115;-999;-999;-999;-999
5026;198;1;2;2;2;4;2;3.96;3.73;-0.14;54.88;0;-999;37.14;0;1;4;7;1;3;3;20241016;84;114.3;71.83;5.67;81.31;0.6784907175526516;81;-999;-999;-999;-999
5027;100;1;3;4;3;2;4;3.5;3.81;0.06;55.0;0;-999;48.85;0;3;2;6;1;2;9;20240517;79;114.3;68.73;5.54;77.99;-0.014392452092860776;45;-999;-999;-999;-999
5028;132;4;4;4;3;2;3;4.78;2.96;-0.11;54.79;0;-999;30.43;0;2;2;1;4;1;7;20240502;20;114.3;68.46;5.59;78.3;-0.34619566009212105;40;-999;-999;-999;-999
5029;186;2;4;3;3;2;4;3.89;3.69;-0.49;55.55;0;-999;62.18;0;1;4;8;2;4;3;20241128;122;114.3;71.86;5.58;82.19;0.48916771063542713;82;-999;-999;-999;-999
5030;135;1;2;1;1;1;3;4.47;3.32;-0.06;53.42;0;-999;58.94;0;1;2;6;1;4;3;20240606;49;114.3;68.41;5.61;78.53;-0.4789169432918249;42;-999;-999;-999;-999
5031;163;3;2;3;3;3;3;3.92;3.07;0.08;54.54;0;-999;28.99;0;1;4;7;2;2;2;20241106;88;114.3;71.92;5.61;81.52;0.276423300800607;81;-999;-999;-999;-999
5032;142;2;4;2;2;3;2;4.08;3.28;0.05;54.67;0;-999;45.21;0;3;3;6;2;2;4;20240825;74;114.3;62.0;5.11;72.44;-1.2810999932194467;0;-999;-999;-999;-999
5033;162;1;2;1;1;4;3;3.63;4.19;-0.5;53.64;0;-999;58.18;0;3;2;7;1;2;9;20240419;112;114.3;68.45;5.65;77.42;-0.393038465927311;47;-999;-999;-999;-999
5034;146;4;3;4;4;2;2;3.22;2.76;0.58;54.91;0;-999;59.38;0;2;2;1;4;1;5;20240624;14;114.3;65.19;6.28;78.61;-1.107391254913952;21;-999;-999;-999;-999
5035;162;4;3;4;4;3;3;5.83;3.32;0.06;55.1;0;-999;37.28;0;2;1;1;4;1;5;20240108;14;114.3;77.41;5.67;87.27;1.4748184167508744;128;-999;-999;-999;-999
5036;187;1;4;2;2;2;2;4.09;3.94;-0.24;54.06;0;-999;56.69;0;3;3;7;1;2;4;20240917;109;114.3;61.9;5.22;71.1;-1.3298945826311026;0;-999;-999;-999;-999
5037;124;1;3;1;1;2;1;4.44;3.06;0.6;54.08;0;-999;35.78;0;1;4;7;2;3;2;20241002;90;114.3;71.77;5.63;81.47;0.36230177816512227;83;-999;-999;-999;-999
5038;197;4;4;3;2;3;4;5.73;4.28;0.04;56.12;0;-999;31.68;0;2;3;6;1;2;7;20240708;60;114.3;61.76;5.05;70.07;-1.2576785903018524;0;-999;-999;-999;-999
5040;165;4;4;3;2;3;2;4.78;3.43;-0.8;54.51;0;-999;28.11;0;2;2;6;2;4;6;20240513;67;114.3;68.45;5.61;78.67;-0.08270487726917923;39;-999;-999;-999;-999
5041;197;3;2;1;1;2;2;4.26;3.32;-0.49;53.95;0;-999;69.72;0;1;3;7;2;2;1;20240706;82;114.3;62.01;5.17;70.26;-1.4918926194777997;0;-999;-999;-999;-999
5042;112;1;2;3;3;2;2;3.36;3.52;0.13;54.03;0;-999;25.12;0;3;2;1;4;1;9;20240418;34;114.3;68.44;5.53;77.43;-0.29154571995106626;43;-999;-999;-999;-999
5043;175;1;2;1;1;1;1;4.04;3.89;0.06;54.18;0;-999;34.09;0;1;1;7;2;3;2;20240324;88;114.3;73.24;7.32;86.31;-0.3540027943979858;90;-999;-999;-999;-999
5044;198;3;4;3;2;3;2;4.41;3.76;-0.73;54.09;0;-999;55.67;0;3;4;7;2;2;4;20241214;109;114.3;71.79;5.38;81.43;0.49892662851775776;81;-999;-999;-999;-999
