ID_Animal;GC;PN_kg;PD_kg;PS_kg;GPD_g-dia;PE_cm;AOL_cm2;EGS_mm;MAR_%;CAR_kg-dia;PREC_SEX;IPP_dias;PROB_3P_%;STAY_%;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete;confiabilidade_dados%;itu_media;itu_dp;itu_max;itu_min;itu_leituras_criticas;Sexo;Geracao;Raca;Data_Nascimento
4977;179;3;3;1;1;2;3;3.79;3.2;-0.47;0;-999;27.84;0;1;1;8;1;4;3;20240306;122;114.3;77.69;5.69;87.38;1.5880218641859158;148;1;1;1;20200101
4978;181;2;4;3;3;1;3;5.46;4.09;0.27;0;-999;58.19;0;1;4;7;2;4;2;20241125;89;114.3;71.75;5.52;81.13;0.16126806978909997;93;1;1;1;20200101
4979;171;2;2;2;2;4;1;4.43;4.57;0.61;0;-999;64.93;0;1;2;6;2;3;2;20240401;52;114.3;68.56;5.66;77.44;-0.4535437567977633;73;1;1;1;20200101
4980;103;4;2;3;3;2;1;3.78;4.11;0.27;0;-999;47.99;0;1;1;6;1;4;3;20240303;49;114.3;77.53;5.71;86.9;1.4513970138332788;147;1;1;1;20200101
4981;117;2;3;4;4;3;2;5.53;3.69;0.18;0;-999;63.36;0;2;1;8;2;2;5;20240109;130;114.3;77.58;5.7;89.03;1.3538078350099672;145;1;1;1;20200101
4982;183;1;1;3;4;4;3;3.85;3.22;0.29;0;-999;58.38;0;1;1;1;4;1;1;20240102;2;114.3;77.7;5.64;88.0;1.4435898795274156;153;1;1;1;20200101
4983;198;4;1;1;2;2;3;4.62;4.5;-0.01;0;-999;51.86;0;2;2;7;2;3;7;20240426;98;114.3;68.63;5.49;78.74;-0.07294595938684861;69;1;1;1;20200101
4984;126;2;4;4;3;4;3;2.94;2.71;-0.42;0;-999;31.51;0;1;4;1;4;1;1;20241117;4;114.3;71.9;5.52;81.63;0.6355514788703946;99;1;1;1;20200101
4985;109;2;4;2;1;4;2;3.82;3.48;-0.01;0;-999;62.0;0;2;3;8;1;4;6;20240821;138;114.3;61.87;5.17;71.11;-1.4157730599956178;0;1;1;1;20200101
4986;197;2;4;1;1;2;4;5.27;3.68;-0.07;0;-999;41.95;0;1;3;1;4;1;3;20240917;6;114.3;62.05;5.03;71.23;-1.2401125381136557;0;1;1;1;20200101
4987;114;2;3;1;1;1;1;4.15;3.7;-0.46;0;-999;60.07;0;2;4;8;2;3;5;20241114;130;114.3;71.91;5.61;83.79;0.09881099534218044;94;1;1;1;20200101
4988;114;1;1;1;1;3;1;3.77;2.89;0.06;0;-999;78.6;0;3;3;6;1;2;8;20240913;71;114.3;61.89;5.19;70.78;-1.2440161052665888;0;1;1;1;20200101
4990;175;1;4;1;1;1;2;4.27;3.2;0.07;0;-999;30.98;0;1;3;7;1;2;3;20240918;86;114.3;61.98;5.07;71.53;-1.3279427990546366;0;1;1;1;20200101
4991;171;2;3;1;1;4;2;4.45;4.7;-0.08;0;-999;68.1;0;1;2;6;2;4;3;20240605;48;114.3;68.56;5.41;77.04;-0.06709060865744969;64;1;1;1;20200101
4992;198;1;1;2;3;2;3;4.76;4.06;-0.04;0;-999;37.98;0;3;2;1;4;1;9;20240503;35;114.3;68.48;5.44;77.89;-0.17639048893955922;65;1;1;1;20200101
4993;118;2;4;2;2;4;4;5.28;4.02;-0.42;0;-999;37.37;0;2;3;6;1;4;7;20240803;60;114.3;61.96;5.07;70.21;-1.4333391121838133;0;1;1;1;20200101
4994;121;4;4;3;2;2;1;4.54;4.35;-0.63;0;-999;79.43;0;2;3;7;1;4;7;20240907;99;114.3;61.9;5.1;70.05;-1.185462597972601;0;1;1;1;20200101
4995;129;3;4;1;1;3;2;3.33;3.25;0.09;0;-999;41.35;0;1;3;7;2;4;2;20240718;91;114.3;62.03;5.17;70.85;-1.3435570676663662;0;1;1;1;20200101
4996;196;1;3;2;2;4;2;4.81;3.33;0.25;0;-999;48.86;0;1;4;6;1;4;2;20241113;55;114.3;71.97;5.54;81.69;0.454035606259035;103;1;1;1;20200101
4997;100;1;3;1;1;1;4;4.57;3.49;-0.13;0;-999;37.14;0;3;4;8;1;3;8;20241221;143;114.3;72.7;5.92;86.54;0.18273768913022842;102;1;1;1;20200101
4998;192;4;3;1;1;3;2;5.02;3.93;-0.54;0;-999;74.36;0;1;3;6;2;4;3;20240922;50;114.3;61.96;5.09;70.83;-1.158137627902075;0;1;1;1;20200101
4999;168;2;2;1;1;1;1;4.34;2.77;-0.61;0;-999;28.63;0;3;2;6;2;4;9;20240603;78;114.3;68.24;5.6;76.96;-0.2974010706804652;73;1;1;1;20200101
5000;107;2;1;3;4;4;3;5.16;4.53;-0.29;0;-999;56.26;0;1;3;7;1;3;1;20240823;80;114.3;62.05;5.23;70.09;-1.2030286501607976;0;1;1;1;20200101
5001;123;1;1;2;3;1;2;4.52;3.97;-0.38;0;-999;39.23;0;1;1;1;4;1;3;20240224;6;114.3;77.53;5.72;88.06;1.6231539685623093;150;1;1;1;20200101
5002;109;4;4;2;1;3;2;3.69;3.88;-0.5;0;-999;51.77;0;2;2;8;1;3;5;20240402;128;114.3;68.26;5.62;77.37;-0.5491811520446092;68;1;1;1;20200101
5003;155;2;4;3;3;3;3;3.86;3.13;0.56;0;-999;20.19;0;2;2;7;1;3;6;20240403;103;114.3;68.57;5.5;78.74;-0.4711098089859601;74;1;1;1;20200101
5004;174;2;3;2;2;3;1;3.06;3.96;0.34;0;-999;55.88;0;1;3;1;4;1;3;20240804;7;114.3;61.92;5.02;70.42;-1.3435570676663662;0;1;1;1;20200101
5005;121;1;3;2;1;1;1;3.33;3.59;-0.43;0;-999;82.3;0;3;2;1;4;1;8;20240520;27;114.3;68.36;5.62;78.67;-0.26226896630407304;70;1;1;1;20200101
5007;181;2;2;3;3;1;1;4.64;3.68;-0.55;0;-999;26.48;0;3;3;6;1;3;9;20240822;77;114.3;61.96;5.2;69.96;-1.439194462913212;0;1;1;1;20200101
5009;116;3;1;4;4;1;3;4.69;3.46;-0.18;0;-999;79.04;0;1;2;1;4;1;2;20240606;10;114.3;68.41;5.4;78.24;-0.07880131011624754;66;1;1;1;20200101
5010;149;4;3;3;3;4;3;6.36;3.46;0.15;0;-999;33.07;0;2;2;6;1;3;6;20240401;67;114.3;68.44;5.52;78.75;-0.22908864550414676;67;1;1;1;20200101
5012;136;4;4;4;4;3;4;4.9;4.98;-0.17;0;-999;57.86;0;2;4;6;2;4;6;20241201;65;114.3;71.8;5.57;80.67;0.4969748449412919;94;1;1;1;20200101
5013;108;3;2;1;2;1;1;4.18;3.36;-0.51;0;-999;50.57;0;3;4;7;2;2;8;20241016;107;114.3;72.0;5.59;83.5;0.65311753105859;100;1;1;1;20200101
5014;194;3;3;4;4;2;4;4.81;2.64;-0.63;0;-999;27.57;0;1;2;8;1;4;3;20240517;122;114.3;68.67;5.42;78.09;-0.1802940560924909;65;1;1;1;20200101
5015;165;2;1;4;4;3;3;4.61;2.83;-0.23;0;-999;75.21;0;2;1;7;1;4;7;20240326;96;114.3;70.82;6.82;87.14;0.05391997308345629;89;1;1;1;20200101
5016;169;3;3;4;3;2;4;3.63;3.53;-0.13;0;-999;81.61;0;1;1;6;1;3;1;20240309;44;114.3;77.44;5.63;86.89;1.1547259102104122;150;1;1;1;20200101
5017;134;2;2;1;2;3;1;3.6;3.45;0.22;0;-999;56.83;0;1;3;6;1;3;2;20240712;54;114.3;62.08;5.08;70.55;-1.4313873286073473;0;1;1;1;20200101
5018;198;3;4;4;4;1;4;5.37;4.6;-0.66;0;-999;38.12;0;2;1;6;1;4;7;20240124;60;114.3;77.54;5.76;87.39;1.2562186561866555;144;1;1;1;20200101
5019;104;2;1;2;3;2;2;4.35;3.66;-0.02;0;-999;42.67;0;3;2;6;2;2;9;20240524;76;114.3;68.52;5.67;77.52;-0.3169189064451278;71;1;1;1;20200101
5020;164;3;3;2;1;1;3;3.7;3.27;0.39;0;-999;53.46;0;1;1;1;4;1;3;20240125;7;114.3;77.78;5.65;88.18;1.496288036092003;154;1;1;1;20200101
5021;114;1;2;2;2;3;3;5.53;4.25;0.45;0;-999;60.41;0;1;4;6;1;3;2;20241011;55;114.3;71.78;5.75;82.17;0.4423249048002372;99;1;1;1;20200101
5022;160;4;4;4;3;4;4;3.26;3.62;0.64;0;-999;75.72;0;2;1;8;1;4;5;20240209;128;114.3;77.66;5.8;87.24;1.4923844689390713;146;1;1;1;20200101
5023;163;1;1;4;4;3;2;4.81;3.67;0.1;0;-999;38.11;0;3;4;7;1;4;9;20241203;114;114.3;71.78;5.57;81.88;0.35254286028279025;94;1;1;1;20200101
5025;169;4;1;3;3;2;2;3.82;3.07;-0.65;0;-999;75.47;0;1;1;7;1;2;2;20240321;90;114.3;76.44;6.32;87.54;0.32912145736519594;142;1;1;1;20200101
5026;198;1;2;2;2;4;2;3.96;3.73;-0.14;0;-999;37.14;0;1;4;7;1;3;3;20241016;84;114.3;71.83;5.67;81.31;0.6784907175526516;95;1;1;1;20200101
5027;100;1;3;4;3;2;4;3.5;3.81;0.06;0;-999;48.85;0;3;2;6;1;2;9;20240517;79;114.3;68.73;5.54;77.99;-0.014392452092860776;69;1;1;1;20200101
5028;132;4;4;4;3;2;3;4.78;2.96;-0.11;0;-999;30.43;0;2;2;1;4;1;7;20240502;20;114.3;68.46;5.59;78.3;-0.34619566009212105;68;1;1;1;20200101
5029;186;2;4;3;3;2;4;3.89;3.69;-0.49;0;-999;62.18;0;1;4;8;2;4;3;20241128;122;114.3;71.86;5.58;82.19;0.48916771063542713;97;1;1;1;20200101
5030;135;1;2;1;1;1;3;4.47;3.32;-0.06;0;-999;58.94;0;1;2;6;1;4;3;20240606;49;114.3;68.41;5.61;78.53;-0.4789169432918249;66;1;1;1;20200101
5031;163;3;2;3;3;3;3;3.92;3.07;0.08;0;-999;28.99;0;1;4;7;2;2;2;20241106;88;114.3;71.92;5.61;81.52;0.276423300800607;99;1;1;1;20200101
5032;142;2;4;2;2;3;2;4.08;3.28;0.05;0;-999;45.21;0;3;3;6;2;2;4;20240825;74;114.3;62.0;5.11;72.44;-1.2810999932194467;1;1;1;1;20200101
5033;162;1;2;1;1;4;3;3.63;4.19;-0.5;0;-999;58.18;0;3;2;7;1;2;9;20240419;112;114.3;68.45;5.65;77.42;-0.393038465927311;68;1;1;1;20200101
5034;146;4;3;4;4;2;2;3.22;2.76;0.58;0;-999;59.38;0;2;2;1;4;1;5;20240624;14;114.3;65.19;6.28;78.61;-1.107391254913952;34;1;1;1;20200101
5035;162;4;3;4;4;3;3;5.83;3.32;0.06;0;-999;37.28;0;2;1;1;4;1;5;20240108;14;114.3;77.41;5.67;87.27;1.4748184167508744;144;1;1;1;20200101
5036;187;1;4;2;2;2;2;4.09;3.94;-0.24;0;-999;56.69;0;3;3;7;1;2;4;20240917;109;114.3;61.9;5.22;71.1;-1.3298945826311026;0;1;1;1;20200101
5037;124;1;3;1;1;2;1;4.44;3.06;0.6;0;-999;35.78;0;1;4;7;2;3;2;20241002;90;114.3;71.77;5.63;81.47;0.36230177816512227;98;1;1;1;20200101
5038;197;4;4;3;2;3;4;5.73;4.28;0.04;0;-999;31.68;0;2;3;6;1;2;7;20240708;60;114.3;61.76;5.05;70.07;-1.2576785903018524;0;1;1;1;20200101
5040;165;4;4;3;2;3;2;4.78;3.43;-0.8;0;-999;28.11;0;2;2;6;2;4;6;20240513;67;114.3;68.45;5.61;78.67;-0.08270487726917923;69;1;1;1;20200101
5041;197;3;2;1;1;2;2;4.26;3.32;-0.49;0;-999;69.72;0;1;3;7;2;2;1;20240706;82;114.3;62.01;5.17;70.26;-1.4918926194777997;0;1;1;1;20200101
5042;112;1;2;3;3;2;2;3.36;3.52;0.13;0;-999;25.12;0;3;2;1;4;1;9;20240418;34;114.3;68.44;5.53;77.43;-0.29154571995106626;68;1;1;1;20200101
5043;175;1;2;1;1;1;1;4.04;3.89;0.06;0;-999;34.09;0;1;1;7;2;3;2;20240324;88;114.3;73.24;7.32;86.31;-0.3540027943979858;107;1;1;1;20200101
5044;198;3;4;3;2;3;2;4.41;3.76;-0.73;0;-999;55.67;0;3;4;7;2;2;4;20241214;109;114.3;71.79;5.38;81.43;0.49892662851775776;96;1;1;1;20200101
5045;161;3;1;4;4;4;4;5.18;4.14;-0.07;0;-999;53.68;0;2;4;7;1;4;7;20241011;99;114.3;71.83;5.43;81.63;0.3857231810827165;100;1;1;1;20200101
5046;196;2;4;1;1;3;3;4.14;3.48;-0.4;0;-999;68.53;0;2;1;8;1;4;6;20240114;136;114.3;77.46;5.8;87.04;1.2562186561866555;144;1;1;1;20200101
5048;114;2;1;3;3;1;4;4.17;3.78;-0.03;0;-999;34.87;0;1;3;1;4;1;3;20240827;8;114.3;61.98;4.91;70.03;-1.4255319778779485;0;1;1;1;20200101
5049;118;2;2;3;3;2;3;3.68;3.61;0.42;0;-999;42.93;0;1;3;1;4;1;3;20240719;7;114.3;62.07;5.15;70.76;-1.193269732278467;0;1;1;1;20200101
5050;165;4;3;2;1;3;2;3.72;3.5;-0.18;0;-999;49.9;0;2;1;7;2;4;5;20240204;92;114.3;77.54;5.82;88.06;1.4806737674802735;151;1;1;1;20200101
5052;100;3;3;3;3;3;2;3.57;3.26;0.29;0;-999;25.84;0;3;3;6;1;2;9;20240706;79;114.3;61.94;5.16;70.72;-1.3162320975958388;0;1;1;1;20200101
5053;183;2;1;1;1;2;2;3.94;3.81;0.39;0;-999;68.05;0;1;3;7;2;3;2;20240726;89;114.3;62.13;5.05;70.74;-1.1464269264432772;0;1;1;1;20200101
5054;181;3;3;1;1;4;1;3.04;4.07;0.33;0;-999;79.23;0;2;2;6;1;4;6;20240602;64;114.3;68.84;5.45;78.57;-0.07880131011624754;73;1;1;1;20200101
5055;116;3;3;4;4;2;1;4.56;4.59;-0.53;0;-999;72.83;0;1;1;8;1;2;3;20240203;121;114.3;77.46;5.83;87.22;1.1937615817397373;141;1;1;1;20200101
5057;106;2;4;3;2;1;4;5.12;3.03;-0.24;0;-999;60.7;0;3;3;6;1;4;4;20240825;74;114.3;62.0;5.11;72.44;-1.2810999932194467;1;1;1;1;20200101
5058;161;1;2;2;2;2;4;4.87;3.49;-0.09;0;-999;44.3;0;1;2;1;4;1;3;20240511;5;114.3;68.58;5.49;77.3;0.020739652283531373;68;1;1;1;20200101
5060;120;1;2;1;1;1;2;3.09;3.79;-0.24;0;-999;47.6;0;3;3;6;1;3;8;20240801;71;114.3;62.04;5.24;71.82;-1.2342571873842567;0;1;1;1;20200101
5062;173;1;4;3;3;1;3;4.29;3.58;-0.12;0;-999;72.24;0;3;2;1;4;1;4;20240519;31;114.3;68.39;5.45;78.3;-0.18810119039835568;64;1;1;1;20200101
5064;127;3;2;4;4;2;2;3.54;3.58;-0.55;0;-999;43.41;0;1;4;8;2;4;1;20241208;118;114.3;71.78;5.72;81.49;0.2900857858358707;100;1;1;1;20200101
5065;190;1;2;3;3;2;3;4.32;4.02;0.3;0;-999;48.8;0;3;3;7;1;3;9;20240812;114;114.3;62.19;5.1;70.57;-1.361123119854563;0;1;1;1;20200101
5066;134;3;3;4;4;2;2;4.24;3.87;0.61;0;-999;31.68;0;1;1;1;4;1;1;20240316;3;114.3;77.59;5.8;87.49;1.2386526039984616;147;1;1;1;20200101
5067;102;3;2;1;1;1;3;4.87;3.25;-0.5;0;-999;78.24;0;3;2;1;4;1;4;20240424;29;114.3;68.57;5.49;80.74;-0.07099417581038277;66;1;1;1;20200101
5071;188;3;1;4;4;1;3;5.25;3.23;0.08;0;-999;48.47;0;1;3;6;2;4;2;20240708;54;114.3;62.14;5.01;70.84;-1.2693892917606502;0;1;1;1;20200101
5072;110;3;4;2;1;2;2;5.14;2.96;-0.04;0;-999;78.17;0;1;2;1;4;1;3;20240612;7;114.3;68.51;5.59;80.39;-0.29935285425693103;67;1;1;1;20200101
5073;139;1;4;3;2;4;4;4.54;4.31;-0.25;0;-999;40.91;0;2;1;1;4;1;5;20240327;15;114.3;69.6;6.35;85.6;0.05391997308345629;79;1;1;1;20200101
5074;156;1;3;1;1;1;1;4.03;3.54;0.14;0;-999;42.89;0;1;2;6;1;3;1;20240601;47;114.3;68.34;5.61;77.84;-0.4281705703037032;64;1;1;1;20200101
5075;100;3;1;3;4;3;3;3.73;3.28;-0.65;0;-999;73.64;0;1;1;6;2;4;2;20240201;54;114.3;77.6;5.7;87.14;1.496288036092003;146;1;1;1;20200101
5076;178;4;2;4;4;2;1;5.44;3.62;0.29;0;-999;21.05;0;2;4;1;4;1;7;20241213;18;114.3;71.81;5.26;81.07;0.6355514788703946;98;1;1;1;20200101
5078;193;2;3;2;1;2;3;5.95;3.59;-0.01;0;-999;21.24;0;2;2;1;4;1;5;20240504;13;114.3;68.33;5.44;76.89;-0.3910866823508452;65;1;1;1;20200101
5079;151;4;4;3;3;4;2;4.95;3.58;-0.2;0;-999;79.01;0;2;1;6;2;4;5;20240117;56;114.3;77.7;5.5;88.96;1.5372754911977955;154;1;1;1;20200101
5080;153;4;4;3;3;4;2;3.36;3.19;-0.09;0;-999;31.83;0;2;2;8;1;4;5;20240414;131;114.3;68.57;5.43;78.47;-0.24665469769234352;66;1;1;1;20200101
5081;117;1;2;3;3;2;4;2.79;3.11;-0.02;0;-999;61.81;0;3;1;6;2;3;8;20240202;69;114.3;77.63;6.01;88.17;1.16643661166921;144;1;1;1;20200101
5082;136;1;3;1;1;3;1;5.1;3.32;-0.04;0;-999;23.28;0;1;1;7;1;2;1;20240123;82;114.3;77.69;5.62;88.1;1.515805871856667;152;1;1;1;20200101
5083;184;3;3;4;3;1;2;3.53;2.74;-0.29;0;-999;79.44;0;2;3;6;2;2;7;20240803;60;114.3;61.96;5.07;70.21;-1.4333391121838133;0;1;1;1;20200101
5084;168;2;3;1;1;1;1;4.56;2.8;-0.28;0;-999;59.93;0;3;1;6;1;2;9;20240108;77;114.3;77.6;5.81;88.47;1.4494452302568144;148;1;1;1;20200101
5086;128;2;2;1;1;1;1;3.76;2.64;0.11;0;-999;79.78;0;3;4;8;2;4;4;20241212;144;114.3;71.86;5.47;82.83;0.24324298000068073;97;1;1;1;20200101
5087;112;2;4;2;2;1;2;4.01;3.79;0.18;0;-999;20.56;0;1;2;8;1;2;3;20240524;120;114.3;68.37;5.48;77.6;-0.26617253345700614;68;1;1;1;20200101
5088;187;3;2;1;1;3;1;3.93;3.95;-0.05;0;-999;49.25;0;1;4;6;1;4;2;20241019;52;114.3;71.92;5.47;83.41;0.6570210982115231;98;1;1;1;20200101
5089;164;1;3;1;1;2;3;4.81;3.66;0.41;0;-999;79.45;0;3;2;6;1;4;9;20240417;76;114.3;68.36;5.74;78.5;-0.39694203308024273;69;1;1;1;20200101
5090;188;2;4;3;2;2;3;4.65;3.64;0.29;0;-999;54.42;0;2;1;6;1;4;5;20240121;57;114.3;77.6;5.59;87.71;1.3362417828217732;151;1;1;1;20200101
5091;158;1;2;1;1;2;3;4.94;3.66;-0.04;0;-999;58.97;0;3;2;8;1;2;9;20240503;151;114.3;68.48;5.73;78.04;-0.5472293684681433;67;1;1;1;20200101
5092;115;1;4;1;1;2;2;4.36;3.4;-0.11;0;-999;67.61;0;3;2;8;1;3;9;20240619;151;114.3;68.52;5.67;78.46;-0.12954768310436923;72;1;1;1;20200101
5093;105;4;1;1;1;1;2;1.76;3.36;-0.23;0;-999;44.67;0;3;1;8;2;3;4;20240114;146;114.3;77.81;5.43;88.82;1.3323382156688388;157;1;1;1;20200101
5094;145;3;1;3;4;1;3;3.64;2.9;-0.27;0;-999;34.63;0;1;1;1;4;1;3;20240305;7;114.3;77.59;5.41;88.2;1.6563342893622357;150;1;1;1;20200101
5095;134;3;3;1;1;1;1;3.76;3.75;-0.22;0;-999;37.11;0;3;4;7;1;2;4;20241010;108;114.3;71.97;5.61;81.94;0.33888037524752657;98;1;1;1;20200101
5096;117;1;2;4;4;2;4;4.6;3.82;-0.19;0;-999;37.53;0;1;1;8;1;3;1;20240228;116;114.3;77.72;5.63;88.08;1.3869881558098935;150;1;1;1;20200101
5098;163;2;3;2;2;2;3;3.18;3.48;0.03;0;-999;69.3;0;3;2;7;2;4;9;20240523;113;114.3;68.62;5.65;79.34;-0.01244066851639493;66;1;1;1;20200101
5099;130;1;2;2;2;2;3;4.8;3.64;-0.01;0;-999;62.54;0;3;4;7;1;4;9;20241211;114;114.3;71.85;5.67;82.06;0.6101782923763331;95;1;1;1;20200101
5100;137;3;1;4;4;3;1;6.13;3.55;-0.3;0;-999;55.28;0;1;4;1;4;1;1;20241115;2;114.3;71.69;5.55;81.74;0.020739652283531373;92;1;1;1;20200101
5101;125;4;4;4;4;2;4;3.93;3.33;-0.31;0;-999;79.39;0;2;2;6;1;2;5;20240508;58;114.3;68.51;5.66;77.75;-0.1607762203278283;68;1;1;1;20200101
5102;159;1;2;1;2;1;1;3.8;3.89;0.41;0;-999;30.42;0;1;4;6;1;2;3;20241007;50;114.3;71.71;5.76;81.4;0.407192800423845;99;1;1;1;20200101
5103;184;2;1;1;2;1;3;5.17;3.16;-0.17;0;-999;31.72;0;3;1;8;1;3;8;20240125;143;114.3;77.62;5.77;87.63;1.098124186492893;150;1;1;1;20200101
5105;192;3;2;4;4;1;4;4.58;3.57;0.08;0;-999;80.25;0;1;4;7;1;2;2;20241004;88;114.3;71.81;5.63;83.0;0.37596426320038595;98;1;1;1;20200101
5106;117;2;2;3;3;2;3;4.2;3.37;-0.43;0;-999;76.67;0;1;1;1;4;1;2;20240115;9;114.3;77.7;5.75;88.97;1.4884809017861396;152;1;1;1;20200101
5107;173;3;4;3;2;4;2;4.09;3.6;-0.13;0;-999;40.53;0;1;2;6;1;2;3;20240511;49;114.3;68.67;5.52;78.69;-0.2329922126570798;73;1;1;1;20200101
5108;155;3;3;4;4;2;3;4.56;3.27;-0.11;0;-999;50.48;0;1;4;1;4;1;1;20241104;4;114.3;71.9;5.54;82.63;0.5203962478588863;95;1;1;1;20200101
5109;176;2;1;1;1;4;1;3.61;3.37;-0.09;0;-999;34.27;0;1;2;6;1;2;2;20240612;55;114.3;68.47;5.55;78.13;-0.13930660098669984;67;1;1;1;20200101
5110;164;4;3;2;1;2;1;4.22;3.96;-0.03;0;-999;39.3;0;3;1;6;2;2;8;20240115;70;114.3;77.63;5.63;87.64;1.6407200207505033;148;1;1;1;20200101
5111;135;1;1;1;2;1;2;3.96;2.41;-0.4;0;-999;45.57;0;3;2;1;4;1;8;20240515;28;114.3;68.52;5.42;76.91;-0.48282051044475793;68;1;1;1;20200101
5112;174;4;4;4;4;4;2;5.51;3.27;-0.38;0;-999;44.75;0;2;4;1;4;1;7;20241128;17;114.3;71.8;5.84;82.21;0.276423300800607;99;1;1;1;20200101
5113;180;1;2;2;2;1;1;4.59;4.17;0.18;0;-999;55.34;0;3;1;1;4;1;8;20240103;28;114.3;77.47;5.9;87.72;1.2054722831985352;146;1;1;1;20200101
5114;148;1;1;3;3;2;4;4.65;3.95;0.17;0;-999;25.75;0;1;2;6;2;2;3;20240426;48;114.3;68.56;5.49;78.77;-0.09831914588091015;65;1;1;1;20200101
5115;171;4;1;3;3;2;4;5.38;3.8;-0.19;0;-999;47.74;0;2;4;7;1;2;6;20241210;100;114.3;71.79;5.53;82.35;0.5633354865411432;99;1;1;1;20200101
5116;114;2;2;3;3;4;1;4.21;4.37;0.11;0;-999;46.94;0;2;3;8;1;3;6;20240923;136;114.3;63.08;6.17;80.7;-1.2244982695019262;13;1;1;1;20200101
5117;100;1;2;2;2;1;1;3.17;3.37;0.01;0;-999;42.77;0;3;2;8;1;4;9;20240602;149;114.3;68.4;5.65;78.55;-0.2329922126570798;73;1;1;1;20200101
5118;168;1;1;4;4;3;2;3.63;3.72;-0.16;0;-999;25.04;0;1;3;6;2;4;2;20240727;53;114.3;61.86;5.03;70.22;-1.4235801943014825;0;1;1;1;20200101
5119;174;2;2;4;4;3;4;2.86;4.12;0.19;0;-999;58.79;0;2;2;6;1;2;7;20240505;62;114.3;68.51;5.55;78.47;-0.053428123622186005;63;1;1;1;20200101
5120;130;4;2;2;2;2;2;4.89;4.36;-0.41;0;-999;59.15;0;1;4;7;1;4;3;20241023;85;114.3;71.86;5.59;81.66;0.3974338825415144;101;1;1;1;20200101
5121;132;4;1;2;2;3;2;4.96;4.23;0.25;0;-999;56.56;0;1;1;8;2;4;2;20240112;127;114.3;77.6;5.7;87.2;1.4865291182096725;146;1;1;1;20200101
5122;154;1;4;4;4;1;4;4.17;3.47;-0.25;0;-999;47.39;0;1;1;8;2;4;2;20240217;124;114.3;77.62;5.84;87.83;1.1527741266339449;148;1;1;1;20200101
5123;106;4;2;2;2;2;2;5.53;3.11;0.25;0;-999;57.41;0;3;2;1;4;1;9;20240422;34;114.3;68.39;5.54;76.9;-0.29154571995106626;68;1;1;1;20200101
5124;190;4;3;1;1;2;2;5.33;3.8;-0.18;0;-999;40.73;0;2;4;7;2;2;7;20241109;96;114.3;71.76;5.61;81.52;0.407192800423845;97;1;1;1;20200101
5125;156;1;3;4;4;1;4;4.92;4.24;0.14;0;-999;50.67;0;1;4;1;4;1;2;20241001;11;114.3;71.8;5.43;81.9;0.5789497551528741;100;1;1;1;20200101
5127;178;3;4;4;4;3;4;3.51;4.43;-0.21;0;-999;61.77;0;2;1;6;1;4;5;20240218;59;114.3;77.69;5.78;87.56;1.5665522448447873;148;1;1;1;20200101
5128;178;1;3;1;1;2;2;4.2;3.39;0.15;0;-999;44.42;0;1;3;8;1;4;2;20240918;127;114.3;62.0;5.11;70.74;-1.3747856048898268;0;1;1;1;20200101
5129;151;3;4;1;1;3;4;3.96;2.08;-0.02;0;-999;24.97;0;3;3;6;2;2;4;20240704;72;114.3;61.94;5.04;70.22;-1.1308126578315476;0;1;1;1;20200101
5130;102;4;1;1;1;4;1;5.1;2.45;-0.15;0;-999;72.58;0;3;1;7;2;3;4;20240204;110;114.3;77.64;5.77;86.97;1.6172986178329103;145;1;1;1;20200101
5131;159;3;4;4;3;2;4;5.47;3.91;-0.0;0;-999;50.31;0;2;4;7;1;4;7;20241004;99;114.3;71.81;5.56;81.32;0.38962674823564825;96;1;1;1;20200101
5132;164;1;3;1;1;3;3;3.65;3.81;0.36;0;-999;68.92;0;1;1;1;4;1;1;20240102;4;114.3;77.55;6.01;87.19;1.1820508802809395;145;1;1;1;20200101
5133;187;2;4;1;1;3;4;2.69;3.99;-0.24;0;-999;50.78;0;1;4;8;1;3;2;20241005;126;114.3;71.96;5.66;81.59;-0.08075309369271338;96;1;1;1;20200101
5134;104;2;1;2;2;1;4;4.29;3.1;0.02;0;-999;71.76;0;3;3;1;4;1;4;20240727;31;114.3;62.05;5.25;71.24;-1.2830517767959126;0;1;1;1;20200101
5135;146;2;4;1;1;3;3;5.33;4.13;-0.52;0;-999;50.1;0;2;3;8;1;4;6;20240812;137;114.3;62.04;5.05;72.04;-1.1718001129373385;1;1;1;1;20200101
5136;142;2;2;1;1;2;2;4.11;3.72;-0.25;0;-999;32.64;0;1;2;1;4;1;3;20240621;5;114.3;67.72;6.05;78.13;-1.2284018366548592;60;1;1;1;20200101
5137;198;2;2;2;2;2;1;2.58;3.96;-0.32;0;-999;43.29;0;3;2;6;2;3;9;20240603;76;114.3;68.38;5.65;78.01;-0.10807806376324076;68;1;1;1;20200101
5138;163;1;2;2;2;3;2;3.68;2.56;0.02;0;-999;73.27;0;1;2;1;4;1;1;20240619;1;114.3;68.5;5.66;78.51;-0.04366920573985539;72;1;1;1;20200101
5139;125;1;3;2;2;1;2;5.01;4.22;-0.32;0;-999;38.08;0;1;2;6;2;3;3;20240527;50;114.3;68.55;5.68;78.06;-0.42621878672723734;71;1;1;1;20200101
