ID_Animal;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete
5178;1;Primavera;Pasto B;Pasto;Panicum;Setor_1B;2024-11-02;85
5179;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-05-17;31
5180;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2024-08-25;90
5181;3;Primavera;Pasto B;Pasto;Braquiária;Setor_3C;2024-12-08;113
5182;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-10-04;10
5183;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3C;2024-07-22;79
5184;3;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_3C;2024-04-09;114
5185;1;Primavera;Pasto A;Pasto;Panicum;Setor_1A;2024-12-27;47
5186;2;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_2B;2024-09-02;60
5187;3;Verão;Pasto B;Pasto;Mombaça;Setor_3A;2024-01-19;107
5188;1;Verão;Pasto C;Pasto;Panicum;Setor_1B;2024-02-12;122
5189;2;Verão;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-01-06;99
5190;2;Primavera;Pasto A;Pasto;Panicum;Setor_2B;2024-10-19;60
5191;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-08-26;4
5192;3;Inverno;Pasto C;Pasto;Panicum;Setor_3B;2024-09-23;146
5193;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1B;2024-08-19;123
5194;3;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_3C;2024-10-23;77
5195;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-03-12;36
5196;1;Outono;Pasto C;Pasto;Braquiária;Setor_1B;2024-06-19;123
5197;1;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_1C;2024-04-19;127
5198;2;Inverno;Pasto B;Pasto;Mombaça;Setor_2A;2024-07-27;92
5199;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1B;2025-11-18;50
5200;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-05-06;14
5201;3;Verão;Pasto C;Pasto;Mombaça;Setor_3C;2025-02-02;151
5202;1;Verão;Pasto A;Pasto;Braquiária;Setor_1C;2025-01-02;54
5203;2;Verão;Pasto A;Pasto;Panicum;Setor_2A;2025-01-20;57
5204;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-10-01;8
5205;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-12-16;23
5206;3;Verão;Pasto B;Pasto;Braquiária;Setor_3C;2025-01-11;114
5207;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-03-07;11
5208;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-10-11;15
5209;3;Inverno;Pasto B;Pasto;Panicum;Setor_3A;2025-09-06;104
5210;1;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_1C;2025-02-02;127
5211;2;Verão;Pasto B;Pasto;Panicum;Setor_2B;2025-01-05;99
5212;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-03-23;1
5213;3;Verão;Pasto A;Pasto;Panicum;Setor_3B;2025-01-25;74
5214;1;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_1A;2024-10-28;117
5215;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-09-28;26
5216;2;Outono;Pasto C;Pasto;Mombaça;Setor_2B;2025-05-03;132
5217;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-08-23;20
5218;1;Inverno;Pasto B;Pasto;Panicum;Setor_1B;2025-09-13;84
5219;3;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_3A;2025-06-04;142
5220;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-02-10;19
5221;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-02-05;17
5222;2;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_2B;2025-10-24;135
5223;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2B;2025-08-26;99
5224;3;Inverno;Pasto A;Pasto + Suplemento;Braquiária;Setor_3B;2024-09-16;72
5225;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-12-11;17
5226;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-10-23;6
5227;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3A;2025-09-23;68
5228;3;Primavera;Pasto A;Pasto;Mombaça;Setor_3B;2024-12-26;74
5229;3;Outono;Pasto C;Pasto;Braquiária;Setor_3A;2025-05-08;143
5230;2;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_2C;2025-06-19;66
5231;2;Primavera;Pasto C;Pasto;Mombaça;Setor_2C;2025-10-13;138
5232;2;Verão;Pasto C;Pasto;Mombaça;Setor_2A;2025-02-24;130
5233;1;Outono;Pasto C;Pasto;Braquiária;Setor_1B;2025-06-10;122
5234;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-01-06;16
5235;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2C;2025-12-01;65
5236;2;Verão;Pasto B;Pasto;Panicum;Setor_2A;2025-03-19;93
5237;1;Inverno;Pasto A;Pasto;Panicum;Setor_1C;2025-08-28;55
5238;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1A;2024-09-02;47
5239;2;Verão;Pasto A;Pasto;Mombaça;Setor_2A;2025-01-20;58
5240;2;Primavera;Pasto B;Pasto;Braquiária;Setor_2A;2024-11-26;92
5241;1;Outono;Pasto B;Pasto;Mombaça;Setor_1A;2024-06-08;81
5242;1;Verão;Pasto C;Pasto;Braquiária;Setor_1A;2024-03-19;117
5243;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-10-16;33
5244;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-07-11;2
5245;3;Primavera;Pasto A;Pasto;Panicum;Setor_3A;2024-12-03;69
5246;3;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2024-04-12;143
5247;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1B;2025-11-06;51
5248;3;Primavera;Pasto A;Pasto;Braquiária;Setor_3C;2024-12-03;79
5249;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-06-22;2
5250;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-03-24;10
5251;1;Outono;Pasto C;Pasto;Panicum;Setor_1A;2025-05-15;116
5252;3;Verão;Pasto C;Pasto;Mombaça;Setor_3B;2025-01-09;147
5253;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-04-08;23
5254;2;Primavera;Pasto A;Pasto;Panicum;Setor_2B;2024-12-03;60
5255;2;Outono;Pasto B;Pasto;Braquiária;Setor_2B;2025-05-09;98
5256;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-01-24;3
5257;2;Primavera;Pasto A;Pasto;Braquiária;Setor_2C;2025-10-02;67
5258;2;Outono;Pasto B;Pasto;Mombaça;Setor_2C;2025-05-15;103
5259;2;Outono;Pasto A;Pasto;Braquiária;Setor_2C;2025-06-14;67
5260;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1C;2025-10-14;53
5261;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-05-13;25
5262;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-08-18;16
5263;2;Outono;Pasto C;Pasto;Panicum;Setor_2B;2025-05-04;133
5264;2;Inverno;Pasto B;Pasto;Mombaça;Setor_2A;2025-08-26;94
5265;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2C;2024-09-21;137
5266;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1A;2024-12-08;47
5267;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-04-15;32
5268;2;Verão;Pasto C;Pasto;Braquiária;Setor_2C;2025-01-26;136
5269;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1C;2025-10-10;53
5270;3;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_3B;2025-04-11;108
5271;1;Outono;Pasto C;Pasto;Braquiária;Setor_1B;2025-05-04;120
5272;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1C;2025-07-11;127
5273;3;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_3A;2024-10-13;68
5274;1;Verão;Pasto C;Pasto + Suplemento;Braquiária;Setor_1A;2025-01-24;116
5275;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-10-18;23
5276;1;Outono;Pasto A;Pasto;Mombaça;Setor_1C;2025-04-11;54
5277;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-12-20;11
5278;1;Outono;Pasto C;Pasto;Braquiária;Setor_1A;2024-05-23;118
5279;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-01-14;4
5280;3;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_3C;2024-06-06;76
5281;2;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_2B;2025-03-14;62
5282;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1C;2025-07-02;126
5283;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-04-11;9
5284;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3A;2025-07-07;68
5285;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1C;2024-08-23;127
5286;1;Outono;Pasto B;Pasto;Braquiária;Setor_1A;2024-06-24;80
5287;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-12-18;29
5288;2;Primavera;Pasto B;Pasto;Panicum;Setor_2C;2024-11-22;103
5289;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2B;2025-11-10;132
5290;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2C;2025-07-04;102
5291;3;Primavera;Pasto A;Pasto + Suplemento;Panicum;Setor_3B;2025-10-13;75
5292;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1A;2025-12-18;45
5293;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-11-05;23
5294;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2C;2025-07-12;102
5295;1;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_1B;2025-04-14;86
5296;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-04-10;26
5297;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1B;2025-12-21;86
5298;3;Outono;Pasto B;Pasto;Panicum;Setor_3B;2024-06-16;111
5299;3;Inverno;Pasto C;Pasto;Panicum;Setor_3A;2025-07-04;142
5300;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-01-07;30
5301;2;Outono;Pasto B;Pasto;Mombaça;Setor_2B;2024-04-21;99
5302;2;Primavera;Pasto B;Pasto;Braquiária;Setor_2C;2024-11-03;101
5303;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-11-28;19
5304;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2024-07-10;89
5305;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-11-16;26
5306;2;Verão;Pasto C;Pasto;Braquiária;Setor_2B;2025-02-22;134
5307;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-11-03;4
5308;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1C;2025-12-18;54
5309;3;Inverno;Pasto B;Pasto;Panicum;Setor_3C;2024-08-06;115
5310;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1C;2025-11-13;54
5311;3;Verão;Pasto A;Pasto;Braquiária;Setor_3B;2025-02-06;73
5312;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-11-02;24
5313;2;Verão;Pasto C;Pasto;Mombaça;Setor_2C;2025-02-15;137
5314;1;Verão;Pasto A;Pasto;Panicum;Setor_1B;2024-02-09;48
5315;3;Outono;Pasto C;Pasto;Braquiária;Setor_3B;2024-04-27;146
5316;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-11-19;20
5317;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-07-05;22
5318;2;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_2C;2025-09-22;102
5319;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-04-03;29
5320;1;Outono;Pasto C;Pasto;Panicum;Setor_1B;2024-06-12;122
5321;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-12-14;16
5322;1;Outono;Pasto A;Pasto;Mombaça;Setor_1A;2024-06-08;47
5323;1;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_1B;2025-06-02;51
5324;3;Inverno;Pasto A;Pasto;Panicum;Setor_3B;2025-08-27;74
5325;2;Outono;Pasto C;Pasto;Braquiária;Setor_2A;2025-06-14;130
5326;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3B;2024-09-22;75
5327;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-08-19;36
5328;2;Inverno;Pasto A;Pasto;Mombaça;Setor_2C;2024-07-16;65
5329;2;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_2C;2025-08-03;100
5330;1;Verão;Pasto B;Pasto;Braquiária;Setor_1B;2025-02-28;85
5331;3;Primavera;Pasto C;Pasto;Panicum;Setor_3B;2025-12-02;144
5332;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-03-19;27
5333;3;Primavera;Pasto C;Pasto;Braquiária;Setor_3B;2024-12-26;145
5334;2;Outono;Pasto C;Pasto;Mombaça;Setor_2B;2025-06-22;132
5335;3;Verão;Pasto B;Pasto;Panicum;Setor_3A;2025-03-05;104
5336;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1B;2024-10-25;84
5337;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-02-06;28
5338;2;Outono;Pasto B;Pasto;Panicum;Setor_2B;2025-04-07;96
5339;1;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_1B;2025-01-05;50
5340;2;Inverno;Pasto C;Pasto;Panicum;Setor_2B;2025-07-14;133
5341;1;Verão;Pasto B;Pasto;Panicum;Setor_1B;2024-01-22;85
5342;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-11-07;33
5343;2;Primavera;Pasto B;Pasto;Braquiária;Setor_2C;2025-12-05;102
5344;1;Outono;Pasto A;Pasto;Braquiária;Setor_1B;2024-06-09;49
5345;2;Outono;Pasto A;Pasto;Mombaça;Setor_2C;2024-05-24;67
5346;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-01-03;1
5347;2;Verão;Pasto C;Pasto;Mombaça;Setor_2C;2024-02-18;138
5348;2;Primavera;Pasto B;Pasto;Braquiária;Setor_2A;2024-11-18;94
5349;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-05-28;27
5350;3;Outono;Pasto C;Pasto;Braquiária;Setor_3A;2025-05-17;143
5351;2;Outono;Pasto B;Pasto;Braquiária;Setor_2C;2024-05-28;100
5352;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-04-26;6
5353;2;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-09-20;99
5354;3;Outono;Pasto C;Pasto;Panicum;Setor_3C;2024-06-17;148
5355;1;Inverno;Pasto B;Pasto;Panicum;Setor_1A;2024-08-04;80
5356;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3C;2025-08-05;150
5357;1;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_1B;2025-04-19;50
5358;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2C;2024-12-19;138
5359;2;Inverno;Pasto C;Pasto;Panicum;Setor_2C;2024-07-04;138
5360;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-03-25;29
5361;3;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_3B;2024-10-26;144
5362;3;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_3A;2024-08-28;105
5363;3;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_3A;2025-12-12;105
5364;1;Inverno;Pasto A;Pasto;Panicum;Setor_1B;2025-08-09;48
5365;1;Primavera;Pasto A;Pasto;Panicum;Setor_1A;2025-11-21;45
5366;1;Outono;Pasto A;Pasto;Panicum;Setor_1B;2025-05-19;51
5367;1;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_1C;2025-09-16;89
5368;1;Inverno;Pasto B;Pasto;Panicum;Setor_1A;2025-07-06;81
5369;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-02-13;32
5370;1;Primavera;Pasto B;Pasto;Panicum;Setor_1C;2025-10-20;90
5371;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-09-22;21
5372;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1B;2024-09-13;86
5373;2;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_2B;2025-01-13;99
5374;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2C;2025-11-23;64
5375;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2025-07-02;89
5376;2;Verão;Pasto A;Pasto;Panicum;Setor_2B;2025-03-16;63
5377;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-08-12;19
5378;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2C;2025-07-11;102
5379;2;Primavera;Pasto A;Pasto;Panicum;Setor_2C;2024-11-10;65
5380;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-11-27;7
5381;2;Verão;Pasto B;Pasto;Braquiária;Setor_2B;2025-02-28;97
5382;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-03-22;11
5383;3;Verão;Pasto C;Pasto;Mombaça;Setor_3B;2024-01-28;144
5384;3;Inverno;Pasto B;Pasto;Braquiária;Setor_3B;2025-07-05;111
5385;3;Primavera;Pasto B;Pasto;Panicum;Setor_3B;2025-11-24;111
5386;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-02-25;7
5387;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-05-09;13
5388;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-09-14;27
5389;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-12-21;35
5390;1;Outono;Pasto A;Pasto;Panicum;Setor_1A;2025-04-07;44
5391;1;Inverno;Pasto B;Pasto;Panicum;Setor_1B;2025-08-07;85
5392;3;Verão;Pasto B;Pasto;Braquiária;Setor_3A;2025-02-24;106
5393;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-02-25;10
5394;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1C;2025-09-28;55
5395;2;Outono;Pasto B;Pasto;Mombaça;Setor_2C;2024-05-27;100
5396;1;Outono;Pasto B;Pasto;Braquiária;Setor_1A;2024-04-17;83
5397;2;Outono;Pasto B;Pasto;Panicum;Setor_2A;2024-04-03;94
5398;1;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_1A;2025-11-23;47
5399;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-03-13;12
5400;1;Outono;Pasto A;Pasto;Panicum;Setor_1B;2024-04-25;48
5401;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-06-19;85
5402;3;Outono;Pasto C;Pasto;Panicum;Setor_3C;2025-04-06;149
5403;3;Primavera;Pasto B;Pasto;Mombaça;Setor_3C;2025-10-27;113
5404;1;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_1C;2025-04-27;126
5405;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-10-08;9
5406;3;Inverno;Pasto C;Pasto;Panicum;Setor_3B;2024-07-15;144
5407;1;Outono;Pasto B;Pasto;Braquiária;Setor_1A;2025-04-12;82
5408;3;Verão;Pasto A;Pasto;Panicum;Setor_3A;2025-03-07;70
5409;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1B;2025-08-12;85
5410;3;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_3A;2024-05-17;105
5411;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-02-21;30
5412;2;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_2A;2025-01-22;56
5413;3;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_3B;2025-07-08;108
5414;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-05-16;2
5415;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-09-15;34
5416;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-04-28;34
5417;2;Outono;Pasto C;Pasto;Braquiária;Setor_2A;2025-05-19;128
5418;1;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-12-12;86
5419;3;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_3A;2024-05-06;104
5420;3;Verão;Pasto C;Pasto;Panicum;Setor_3A;2025-02-24;142
5421;1;Outono;Pasto A;Pasto;Mombaça;Setor_1C;2025-06-03;52
5422;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-05-01;85
5423;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-02-02;9
5424;3;Outono;Pasto A;Pasto;Panicum;Setor_3A;2025-04-28;68
5425;1;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2025-03-25;90
5426;2;Inverno;Pasto A;Pasto;Braquiária;Setor_2B;2025-07-28;60
5427;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-04-21;2
5428;3;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_3A;2025-01-22;71
5429;1;Verão;Pasto A;Pasto;Mombaça;Setor_1C;2025-01-09;55
5430;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-12-14;7
5431;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1B;2024-09-01;122
5432;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-03-01;29
5433;1;Outono;Pasto B;Pasto;Mombaça;Setor_1B;2024-05-05;85
5434;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-03-06;18
5435;2;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_2A;2024-03-26;93
5436;3;Verão;Pasto C;Pasto;Mombaça;Setor_3A;2025-01-08;140
5437;1;Verão;Pasto B;Pasto;Braquiária;Setor_1B;2025-02-20;87
5438;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2B;2025-08-23;132
5439;2;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_2A;2025-06-21;58
5440;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1A;2024-11-14;116
5441;2;Primavera;Pasto A;Pasto + Suplemento;Panicum;Setor_2B;2025-11-28;61
5442;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-11-15;29
5443;1;Verão;Pasto A;Pasto;Mombaça;Setor_1A;2025-02-07;47
5444;2;Verão;Pasto B;Pasto;Mombaça;Setor_2C;2025-02-10;102
5445;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1C;2024-09-17;126
5446;1;Outono;Pasto C;Pasto;Braquiária;Setor_1C;2025-06-13;125
5447;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-06-04;25
5448;3;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_3A;2025-10-17;141
5449;2;Primavera;Pasto C;Pasto;Panicum;Setor_2A;2024-12-27;129
5450;1;Inverno;Pasto A;Pasto;Panicum;Setor_1C;2025-08-18;52
5451;2;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_2B;2024-06-20;96
5452;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1A;2025-09-10;118
5453;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-05-22;15
5454;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-01-16;28
5455;3;Verão;Pasto A;Pasto;Mombaça;Setor_3C;2025-01-11;79
5456;3;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_3B;2025-05-21;145
5457;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-05-28;36
5458;1;Inverno;Pasto B;Pasto;Panicum;Setor_1C;2025-08-09;90
5459;2;Verão;Pasto A;Pasto;Braquiária;Setor_2C;2025-03-23;67
5460;3;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_3A;2024-06-10;70
5461;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-10-05;9
5462;2;Verão;Pasto B;Pasto;Braquiária;Setor_2B;2025-03-25;97
5463;3;Inverno;Pasto B;Pasto;Panicum;Setor_3B;2025-07-02;108
5464;3;Verão;Pasto B;Pasto;Mombaça;Setor_3B;2024-03-13;110
5465;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-03-11;31
5466;2;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_2C;2024-06-05;137
5467;1;Inverno;Pasto A;Pasto;Panicum;Setor_1B;2025-09-01;51
5468;2;Verão;Pasto B;Pasto;Braquiária;Setor_2B;2024-03-16;98
5469;2;Verão;Pasto C;Pasto + Suplemento;Braquiária;Setor_2C;2024-02-09;136
5470;3;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_3C;2025-11-13;115
5471;2;Verão;Pasto A;Pasto;Panicum;Setor_2A;2024-02-24;58
5472;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-07-19;21
5473;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-12-19;10
5474;1;Verão;Pasto C;Pasto;Mombaça;Setor_1A;2025-01-11;116
5475;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-03-23;2
5476;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-07-22;10
5477;3;Verão;Pasto C;Pasto;Panicum;Setor_3A;2025-03-21;142
5478;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-08-22;32
5479;2;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_2C;2025-11-17;138
5480;2;Outono;Pasto A;Pasto;Panicum;Setor_2A;2024-05-28;57
5481;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-10-27;2
5482;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-12-18;27
5483;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-01-10;27
5484;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1C;2025-07-16;88
5485;3;Inverno;Pasto A;Pasto + Suplemento;Panicum;Setor_3A;2024-07-24;69
5486;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-05-24;2
5487;2;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_2A;2025-03-25;57
5488;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-04-22;32
5489;1;Outono;Pasto A;Pasto;Braquiária;Setor_1B;2025-05-21;49
5490;2;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_2C;2024-04-08;137
5491;2;Primavera;Pasto C;Pasto;Mombaça;Setor_2C;2025-11-08;138
5492;2;Primavera;Pasto A;Pasto + Suplemento;Braquiária;Setor_2B;2025-12-28;60
5493;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1B;2024-11-14;123
5494;1;Outono;Pasto C;Pasto;Mombaça;Setor_1A;2025-05-12;119
