ID_Animal;Local / Fazenda;Tabela de Origem;Variável Ausente (NaN);Ação do Sistema
5211;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5212;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5214;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5215;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5216;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5217;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5218;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5219;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5220;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5221;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5222;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5224;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5226;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5227;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5228;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5229;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5230;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5233;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5235;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5236;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5237;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5238;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5239;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5240;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5241;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5242;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5243;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5244;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5247;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5248;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5249;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5250;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5251;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5253;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5254;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5255;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5256;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5257;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5259;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5260;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5261;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5262;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5263;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5264;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5265;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5266;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5267;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5268;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5269;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5270;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5271;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5272;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5274;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5275;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5276;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5277;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5278;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5279;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5280;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5281;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5282;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5283;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5284;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5285;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5286;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5287;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5288;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5290;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5291;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5292;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5293;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5294;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5295;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5296;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5297;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5298;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5299;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5300;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5301;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5302;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5303;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5304;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5305;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5306;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5307;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5308;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5309;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5310;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5312;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5313;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5314;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5315;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5316;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5317;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5319;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5320;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5322;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5323;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5324;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5326;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5327;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5329;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5330;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5332;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5333;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5336;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5337;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5338;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5339;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5340;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5341;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5342;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5343;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5345;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5346;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5347;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5348;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5349;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5351;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5352;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5353;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5354;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5356;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5357;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5358;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5359;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5360;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5361;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5362;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5363;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5364;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5365;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5366;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5367;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5368;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5369;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5371;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5372;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5373;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5374;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5375;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5376;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5377;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5378;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5379;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5380;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5381;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5386;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5387;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5388;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5389;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5390;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5391;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5392;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5393;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5394;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5395;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5396;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5398;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5399;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5402;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5403;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5404;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5405;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5406;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5407;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5408;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5409;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5410;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5411;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5412;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5413;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5414;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5415;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5416;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5417;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5418;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5419;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5420;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5421;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5422;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5423;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5424;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5426;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5427;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5428;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5429;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5430;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5431;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5432;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5433;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5434;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5435;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5436;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5437;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5438;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5439;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5440;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5441;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5442;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5443;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5444;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5445;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5446;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5447;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5448;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5449;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5450;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5451;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5452;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5453;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5455;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5456;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5457;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5458;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5460;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5461;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5462;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5463;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5464;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5465;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5467;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5468;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5469;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5470;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5471;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5472;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5473;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5475;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5476;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5477;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5478;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5480;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5481;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5482;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5483;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5484;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5485;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5486;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5487;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5489;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5490;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5491;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5492;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5493;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5494;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5495;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5496;1.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5497;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5499;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5500;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5501;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5502;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5503;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5504;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5505;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5506;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5507;3.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5508;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5509;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5510;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5511;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
5513;2.0;Fenótipos (Geral);IPP_dias;Substituído por -999 (Sinalizador de ausência para BLUPF90)
